mean,CI2.5,CI97.5,sd,n_eff,rhat,trial,condition,repo,comorbidity,Var1,Var2
0.01,-0.69,0.695,0.37,3545.03,1.001,GSKAVA102670_v02,Dementia_any,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.02,-0.718,0.722,0.383,1766.58,1.001,GSKAVA102670_v02,Dementia_any,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.02,-0.72,0.668,0.377,2947.24,1,GSKAVA102670_v02,Dementia_any,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.02,-0.694,0.737,0.379,1547.1,1,GSKAVA102670_v02,Dementia_any,GSK,Cardiovascular : Osteoporosis,Cardiovascular,Osteoporosis
0,-0.722,0.706,0.378,1790.45,1.001,GSKAVA102670_v02,Dementia_any,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0,-0.719,0.704,0.375,2899.5,0.999,GSKAVA102670_v02,Dementia_any,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0,-0.706,0.696,0.38,1743.16,1.002,GSKAVA102670_v02,Dementia_any,GSK,Anxiety : Osteoporosis,Anxiety,Osteoporosis
0,-0.697,0.7,0.377,3138.87,0.999,GSKAVA102670_v02,Dementia_any,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.65,0.234,0.921,0.182,2364.33,1,GSKAVA102670_v02,Dementia_any,GSK,Acid-related disease : Osteoporosis,Acid-related disease,Osteoporosis
0,-0.69,0.713,0.375,2671.78,1.001,GSKAVA102670_v02,Dementia_any,GSK,Arthritis : Osteoporosis,Arthritis,Osteoporosis
-0,-0.691,0.704,0.375,3940.1,0.999,GSKAVA102672_v02,Dementia_any,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.01,-0.683,0.715,0.369,3641,0.999,GSKAVA102672_v02,Dementia_any,GSK,Anxiety : Pain,Anxiety,Pain
0.01,-0.71,0.719,0.381,4202.63,0.999,GSKAVA102672_v02,Dementia_any,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0,-0.712,0.71,0.379,3741.46,1,GSKAVA102672_v02,Dementia_any,GSK,Arthritis : Pain,Arthritis,Pain
-0.01,-0.736,0.707,0.382,4498.44,1,GSKAVA102672_v02,Dementia_any,GSK,Osteoporosis : Pain,Osteoporosis,Pain
0,-0.711,0.72,0.384,3220.46,1,GSKAVA102672_v02,Dementia_any,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0,-0.683,0.682,0.372,3247.58,1,GSKAVA102672_v02,Dementia_any,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0,-0.705,0.706,0.381,3264.63,0.999,GSKAVA102672_v02,Dementia_any,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.01,-0.694,0.731,0.378,3230.92,1,GSKAVA102672_v02,Dementia_any,GSK,Cardiovascular : Osteoporosis,Cardiovascular,Osteoporosis
0,-0.703,0.706,0.371,2268.15,1.001,GSKAVA102672_v02,Dementia_any,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
-0.01,-0.727,0.724,0.388,2660.48,1,GSKAVA102672_v02,Dementia_any,GSK,Anxiety : Arthritis,Anxiety,Arthritis
0,-0.72,0.73,0.39,2363.98,1.002,GSKAVA102672_v02,Dementia_any,GSK,Anxiety : Osteoporosis,Anxiety,Osteoporosis
0.01,-0.693,0.703,0.377,2059.66,0.999,GSKAVA102672_v02,Dementia_any,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
-0.01,-0.743,0.707,0.382,2230.6,1.002,GSKAVA102672_v02,Dementia_any,GSK,Acid-related disease : Osteoporosis,Acid-related disease,Osteoporosis
-0,-0.699,0.725,0.376,1600.76,1,GSKAVA102672_v02,Dementia_any,GSK,Arthritis : Osteoporosis,Arthritis,Osteoporosis
0.55,0.425,0.671,0.063,1236.19,1.001,GSKAVA105640_v02,Dementia_any,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.43,0.266,0.577,0.08,1647.55,1.001,GSKAVA105640_v02,Dementia_any,GSK,Anxiety : Pain,Anxiety,Pain
0.1,-0.166,0.37,0.136,2094.06,1,GSKAVA105640_v02,Dementia_any,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.98,0.951,0.991,0.01,2189.03,0.999,GSKAVA105640_v02,Dementia_any,GSK,Arthritis : Pain,Arthritis,Pain
0.22,-0.076,0.502,0.151,1653.14,1,GSKAVA105640_v02,Dementia_any,GSK,Osteoporosis : Pain,Osteoporosis,Pain
0.43,0.277,0.565,0.074,2227.09,1,GSKAVA105640_v02,Dementia_any,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.22,-0.043,0.472,0.132,2140.79,1.002,GSKAVA105640_v02,Dementia_any,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.52,0.391,0.639,0.064,2044.89,1.001,GSKAVA105640_v02,Dementia_any,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.32,0.021,0.58,0.142,1995.9,1,GSKAVA105640_v02,Dementia_any,GSK,Cardiovascular : Osteoporosis,Cardiovascular,Osteoporosis
0.15,-0.147,0.421,0.143,1721.64,1.001,GSKAVA105640_v02,Dementia_any,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.48,0.33,0.621,0.075,2258.91,1.001,GSKAVA105640_v02,Dementia_any,GSK,Anxiety : Arthritis,Anxiety,Arthritis
0.3,-0.012,0.58,0.153,1937.44,1.001,GSKAVA105640_v02,Dementia_any,GSK,Anxiety : Osteoporosis,Anxiety,Osteoporosis
-0.01,-0.275,0.267,0.137,2087.81,1,GSKAVA105640_v02,Dementia_any,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.53,0.218,0.782,0.145,1657.81,1,GSKAVA105640_v02,Dementia_any,GSK,Acid-related disease : Osteoporosis,Acid-related disease,Osteoporosis
0.21,-0.089,0.496,0.151,1704.88,1,GSKAVA105640_v02,Dementia_any,GSK,Arthritis : Osteoporosis,Arthritis,Osteoporosis
0.13,-0.129,0.377,0.13,1477.68,0.999,GSKB2C112060,Asthma,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.92,0.834,0.967,0.034,2181.38,1.002,GSKB2C112060,Asthma,GSK,Arthritis : Pain,Arthritis,Pain
0.24,-0.118,0.551,0.17,1735.53,1,GSKB2C112060,Asthma,GSK,Anxiety : Pain,Anxiety,Pain
-0.04,-0.375,0.323,0.181,1194.06,1.001,GSKB2C112060,Asthma,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.24,-0.152,0.583,0.189,2268.6,1.001,GSKB2C112060,Asthma,GSK,Inflammatory disorders : Pain,Inflammatory disorders,Pain
0.1,-0.161,0.341,0.13,2011.83,0.999,GSKB2C112060,Asthma,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
-0.03,-0.385,0.33,0.182,1773.93,1,GSKB2C112060,Asthma,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.4,0.103,0.654,0.143,1742.32,1,GSKB2C112060,Asthma,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.22,-0.725,0.319,0.268,1366.42,1,GSKB2C112060,Asthma,GSK,Cardiovascular : Inflammatory disorders,Cardiovascular,Inflammatory disorders
0.14,-0.209,0.475,0.18,1519.24,1,GSKB2C112060,Asthma,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0.21,-0.558,0.18,0.188,996.5,1.003,GSKB2C112060,Asthma,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.39,0.02,0.719,0.181,2475.4,1,GSKB2C112060,Asthma,GSK,Arthritis : Inflammatory disorders,Arthritis,Inflammatory disorders
0.08,-0.372,0.503,0.226,1244.9,0.999,GSKB2C112060,Asthma,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
-0.11,-0.687,0.475,0.304,1121.27,1,GSKB2C112060,Asthma,GSK,Anxiety : Inflammatory disorders,Anxiety,Inflammatory disorders
-0.33,-0.841,0.334,0.314,983.99,1.002,GSKB2C112060,Asthma,GSK,Acid-related disease : Inflammatory disorders,Acid-related disease,Inflammatory disorders
0.3,0.151,0.455,0.078,2061.72,1,GSKCOR103561,Hypertension,GSK,Arthritis : Pain,Arthritis,Pain
0,-0.185,0.197,0.098,1059.18,1.003,GSKCOR103561,Hypertension,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.26,0.09,0.426,0.085,2297.48,1,GSKCOR103561,Hypertension,GSK,Anxiety : Pain,Anxiety,Pain
0.05,-0.291,0.376,0.171,1939.45,1.001,GSKCOR103561,Hypertension,GSK,Asthma : Pain,Asthma,Pain
0.34,-0.002,0.649,0.171,2073.57,0.999,GSKCOR103561,Hypertension,GSK,Diabetes : Pain,Diabetes,Pain
-0.69,-0.882,-0.445,0.113,359.26,1.001,GSKCOR103561,Hypertension,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.09,-0.076,0.263,0.086,1544.81,1.001,GSKCOR103561,Hypertension,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0.16,-0.507,0.179,0.179,1001.76,1.001,GSKCOR103561,Hypertension,GSK,Arthritis : Asthma,Arthritis,Asthma
0.44,0.09,0.732,0.165,1898.43,1,GSKCOR103561,Hypertension,GSK,Arthritis : Diabetes,Arthritis,Diabetes
0.1,-0.107,0.3,0.103,1000.9,1.002,GSKCOR103561,Hypertension,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.16,-0.166,0.483,0.167,1544.22,1.002,GSKCOR103561,Hypertension,GSK,Acid-related disease : Asthma,Acid-related disease,Asthma
0.01,-0.41,0.42,0.215,1076.43,1.002,GSKCOR103561,Hypertension,GSK,Acid-related disease : Diabetes,Acid-related disease,Diabetes
0.07,-0.268,0.417,0.176,1761.3,1.002,GSKCOR103561,Hypertension,GSK,Anxiety : Asthma,Anxiety,Asthma
0.38,0.032,0.687,0.167,2447.02,0.999,GSKCOR103561,Hypertension,GSK,Anxiety : Diabetes,Anxiety,Diabetes
-0.12,-0.713,0.511,0.32,909.02,1.006,GSKCOR103561,Hypertension,GSK,Asthma : Diabetes,Asthma,Diabetes
0.23,0.094,0.374,0.072,3540.57,0.999,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.34,0.199,0.475,0.071,3186.63,0.999,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.21,0.068,0.35,0.072,1881.39,1,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.26,0.116,0.399,0.074,2886.17,0.999,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.41,0.27,0.551,0.072,2622.17,1,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Cardiovascular : Diabetes,Cardiovascular,Diabetes
0.21,0.038,0.378,0.087,2137.83,1.001,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.6,0.481,0.709,0.058,1634.52,1.002,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Pain,Arthritis,Pain
0.59,0.457,0.701,0.062,2958.39,1,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Pain,Anxiety,Pain
-0.01,-0.213,0.191,0.103,1518.79,1.003,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Diabetes : Pain,Diabetes,Pain
-0.44,-0.626,-0.205,0.108,317.07,1.002,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.27,0.097,0.441,0.088,1222.15,1,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.29,0.119,0.459,0.088,1205.83,1.002,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Acid-related disease : Diabetes,Acid-related disease,Diabetes
0.43,0.282,0.561,0.072,2027.9,1,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0.11,-0.31,0.107,0.107,597.23,1,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Arthritis : Diabetes,Arthritis,Diabetes
-0.04,-0.24,0.18,0.106,1791.28,1,GSKDB2113360_v02,Pulmonary_Disease_Chronic_Obstructive,GSK,Anxiety : Diabetes,Anxiety,Diabetes
0.21,-0.01,0.413,0.111,2019.42,1.002,GSKFFA112059,Asthma,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.91,0.852,0.961,0.028,2158.77,1,GSKFFA112059,Asthma,GSK,Arthritis : Pain,Arthritis,Pain
0.36,0.102,0.597,0.128,2258.54,1,GSKFFA112059,Asthma,GSK,Anxiety : Pain,Anxiety,Pain
-0.31,-0.587,0.009,0.15,1185.38,1.001,GSKFFA112059,Asthma,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.19,-0.118,0.499,0.159,1671.5,1,GSKFFA112059,Asthma,GSK,Inflammatory disorders : Pain,Inflammatory disorders,Pain
0.26,0.049,0.468,0.108,3109.34,1.001,GSKFFA112059,Asthma,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
-0.03,-0.354,0.311,0.17,1954.33,1,GSKFFA112059,Asthma,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
-0.04,-0.362,0.279,0.164,1302.48,0.999,GSKFFA112059,Asthma,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.13,-0.534,0.28,0.206,1240.15,1.002,GSKFFA112059,Asthma,GSK,Cardiovascular : Inflammatory disorders,Cardiovascular,Inflammatory disorders
0.18,-0.093,0.447,0.139,2051.99,1,GSKFFA112059,Asthma,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0.44,-0.731,-0.098,0.163,567.41,1.006,GSKFFA112059,Asthma,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.26,-0.068,0.561,0.164,1217.85,1,GSKFFA112059,Asthma,GSK,Arthritis : Inflammatory disorders,Arthritis,Inflammatory disorders
0.21,-0.16,0.542,0.182,1162.57,1,GSKFFA112059,Asthma,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
-0.21,-0.711,0.317,0.274,796.24,1.007,GSKFFA112059,Asthma,GSK,Anxiety : Inflammatory disorders,Anxiety,Inflammatory disorders
-0.36,-0.838,0.185,0.275,782.89,1.002,GSKFFA112059,Asthma,GSK,Acid-related disease : Inflammatory disorders,Acid-related disease,Inflammatory disorders
0.34,0.052,0.581,0.135,2637.87,1,GSKFFA115285,Asthma,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.9,0.793,0.966,0.046,2862.78,1,GSKFFA115285,Asthma,GSK,Arthritis : Pain,Arthritis,Pain
0.27,-0.076,0.591,0.174,1881.86,1.002,GSKFFA115285,Asthma,GSK,Anxiety : Pain,Anxiety,Pain
-0.28,-0.723,0.181,0.237,869.85,1,GSKFFA115285,Asthma,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.26,-0.216,0.679,0.23,2963.21,1.001,GSKFFA115285,Asthma,GSK,Inflammatory disorders : Pain,Inflammatory disorders,Pain
0.25,-0.033,0.517,0.143,3114.7,1.001,GSKFFA115285,Asthma,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.23,-0.176,0.579,0.196,2379.32,0.999,GSKFFA115285,Asthma,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
-0.08,-0.49,0.339,0.215,1456.3,1,GSKFFA115285,Asthma,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.04,-0.665,0.575,0.332,2539.59,0.999,GSKFFA115285,Asthma,GSK,Cardiovascular : Inflammatory disorders,Cardiovascular,Inflammatory disorders
0.26,-0.108,0.595,0.179,1867.13,1,GSKFFA115285,Asthma,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0.28,-0.725,0.189,0.238,1121.45,1.001,GSKFFA115285,Asthma,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.3,-0.164,0.701,0.231,3476.67,1.002,GSKFFA115285,Asthma,GSK,Arthritis : Inflammatory disorders,Arthritis,Inflammatory disorders
0.36,-0.021,0.686,0.185,2203.43,0.999,GSKFFA115285,Asthma,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
-0.03,-0.676,0.594,0.338,2310.41,0.999,GSKFFA115285,Asthma,GSK,Anxiety : Inflammatory disorders,Anxiety,Inflammatory disorders
-0.14,-0.764,0.552,0.354,2099.08,1.002,GSKFFA115285,Asthma,GSK,Acid-related disease : Inflammatory disorders,Acid-related disease,Inflammatory disorders
-0.01,-0.125,0.098,0.057,1991.63,1,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.31,0.211,0.415,0.053,1605.35,0.999,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Arthritis : Pain,Arthritis,Pain
0.44,0.343,0.541,0.051,1848.14,1.001,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Anxiety : Pain,Anxiety,Pain
-0.16,-0.283,-0.032,0.065,1666.67,1.001,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.46,0.32,0.595,0.07,1404.66,1,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Asthma : Pain,Asthma,Pain
-0.19,-0.299,-0.081,0.055,2497.89,1,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.13,0.017,0.238,0.057,2261.87,1,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.19,0.061,0.317,0.065,1967.32,1,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.01,-0.15,0.124,0.07,2532.16,1,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Asthma : Cardiovascular,Asthma,Cardiovascular
0.29,0.181,0.392,0.053,2078.86,1,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0.79,-0.856,-0.712,0.037,1260.69,1.002,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.28,0.147,0.404,0.065,1767.07,1.001,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Arthritis : Asthma,Arthritis,Asthma
-0.13,-0.259,0.005,0.067,2775.52,1.001,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.18,0.048,0.305,0.065,3055.02,1,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Anxiety : Asthma,Anxiety,Asthma
-0.04,-0.195,0.121,0.081,1341,1.001,GSKHGS1006_C1056_v05,Systemic_Lupus_Erythematosus,GSK,Acid-related disease : Asthma,Acid-related disease,Asthma
0.01,-0.092,0.117,0.053,2848.21,1,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.3,0.201,0.391,0.05,1957.63,1,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Arthritis : Pain,Arthritis,Pain
0.29,0.17,0.4,0.059,2266.48,0.999,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Anxiety : Pain,Anxiety,Pain
0,-0.119,0.124,0.061,1774.01,1.001,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.31,0.162,0.456,0.076,2231.24,1,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Asthma : Pain,Asthma,Pain
-0.06,-0.161,0.051,0.054,2313.09,1,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.14,0.021,0.257,0.06,2680.49,1.001,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.08,-0.044,0.203,0.063,1597.71,1,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.06,-0.087,0.205,0.075,2859.22,1,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Asthma : Cardiovascular,Asthma,Cardiovascular
0.36,0.246,0.463,0.055,2039.43,1.001,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0.75,-0.822,-0.66,0.041,1134.65,1,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.29,0.151,0.43,0.071,2258.13,1,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Arthritis : Asthma,Arthritis,Asthma
-0.07,-0.212,0.077,0.074,1948.36,1,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.23,0.078,0.392,0.08,2123.05,1,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Anxiety : Asthma,Anxiety,Asthma
-0.15,-0.336,0.037,0.095,932.04,1.002,GSKHGS1006_C1057_v03,Systemic_Lupus_Erythematosus,GSK,Acid-related disease : Asthma,Acid-related disease,Asthma
0.12,-0.063,0.283,0.088,1379.42,1.002,GSKMEA115588,Asthma,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.27,0.077,0.449,0.097,1515.43,1,GSKMEA115588,Asthma,GSK,Arthritis : Pain,Arthritis,Pain
0.27,0.08,0.449,0.092,1630.26,1.001,GSKMEA115588,Asthma,GSK,Anxiety : Pain,Anxiety,Pain
0.21,0.048,0.363,0.081,716.36,1.01,GSKMEA115588,Asthma,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.13,-0.031,0.29,0.082,1035.08,1,GSKMEA115588,Asthma,GSK,Inflammatory disorders : Pain,Inflammatory disorders,Pain
-0.04,-0.239,0.163,0.103,1474.95,1,GSKMEA115588,Asthma,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.16,-0.03,0.339,0.093,1605.77,1.001,GSKMEA115588,Asthma,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.08,-0.084,0.24,0.082,853.89,1.004,GSKMEA115588,Asthma,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.03,-0.133,0.196,0.084,1183.46,1,GSKMEA115588,Asthma,GSK,Cardiovascular : Inflammatory disorders,Cardiovascular,Inflammatory disorders
0.19,-0.028,0.388,0.104,645.61,1.003,GSKMEA115588,Asthma,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0.66,-0.825,-0.437,0.099,137.75,1.013,GSKMEA115588,Asthma,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.07,-0.132,0.247,0.097,464.99,1.006,GSKMEA115588,Asthma,GSK,Arthritis : Inflammatory disorders,Arthritis,Inflammatory disorders
0.1,-0.085,0.269,0.09,1280.91,1,GSKMEA115588,Asthma,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.11,-0.071,0.289,0.092,826.52,1.004,GSKMEA115588,Asthma,GSK,Anxiety : Inflammatory disorders,Anxiety,Inflammatory disorders
0.42,0.287,0.535,0.064,1704.51,1.002,GSKMEA115588,Asthma,GSK,Acid-related disease : Inflammatory disorders,Acid-related disease,Inflammatory disorders
0.15,-0.059,0.359,0.108,862.96,1.006,GSKROR104836,Restless_legs_syndrome,GSK,Cardiovascular : Pain,Cardiovascular,Pain
0.5,0.295,0.666,0.095,1471.68,1.002,GSKROR104836,Restless_legs_syndrome,GSK,Arthritis : Pain,Arthritis,Pain
0.24,0,0.467,0.122,1008.52,1.002,GSKROR104836,Restless_legs_syndrome,GSK,Anxiety : Pain,Anxiety,Pain
0.3,0.014,0.54,0.133,1097.26,1.005,GSKROR104836,Restless_legs_syndrome,GSK,Acid-related disease : Pain,Acid-related disease,Pain
0.47,0.222,0.685,0.12,1189.84,1.001,GSKROR104836,Restless_legs_syndrome,GSK,Asthma : Pain,Asthma,Pain
0.2,-0.011,0.382,0.099,2125.97,1.001,GSKROR104836,Restless_legs_syndrome,GSK,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.12,-0.095,0.332,0.108,1456.34,1.002,GSKROR104836,Restless_legs_syndrome,GSK,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.23,-0.03,0.458,0.125,1575.7,1.001,GSKROR104836,Restless_legs_syndrome,GSK,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.17,-0.115,0.423,0.138,1444.46,1.002,GSKROR104836,Restless_legs_syndrome,GSK,Asthma : Cardiovascular,Asthma,Cardiovascular
0.32,0.107,0.522,0.108,1252.53,1.002,GSKROR104836,Restless_legs_syndrome,GSK,Anxiety : Arthritis,Anxiety,Arthritis
-0.37,-0.646,-0.017,0.162,450.6,1.006,GSKROR104836,Restless_legs_syndrome,GSK,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.35,0.071,0.594,0.134,1058.52,1.001,GSKROR104836,Restless_legs_syndrome,GSK,Arthritis : Asthma,Arthritis,Asthma
0,-0.294,0.293,0.153,1205.56,0.999,GSKROR104836,Restless_legs_syndrome,GSK,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.5,0.233,0.706,0.121,1549.02,1.001,GSKROR104836,Restless_legs_syndrome,GSK,Anxiety : Asthma,Anxiety,Asthma
0.31,-0.015,0.605,0.158,1185.86,1.001,GSKROR104836,Restless_legs_syndrome,GSK,Acid-related disease : Asthma,Acid-related disease,Asthma
-0.09,-0.341,0.18,0.134,1962.86,0.999,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Cardiovascular : Pain,Cardiovascular,Pain
-0.18,-0.394,0.035,0.109,2274.53,1,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.04,-0.248,0.327,0.149,1892.51,1.001,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.11,-0.395,0.177,0.145,1768.17,1,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.32,0.014,0.587,0.147,1425.34,1.001,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.41,0.148,0.626,0.123,1179.06,1.004,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Arthritis : Pain,Arthritis,Pain
-0.06,-0.451,0.346,0.208,801.34,1.001,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.32,-0.013,0.625,0.16,1382.52,1.003,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Anxiety : Pain,Anxiety,Pain
