trial,Omega,tail_ess,bulk_ess
GSK101468_205,Omega.3.4,2893.25031783236,3003.15959991419
GSK101468_249,Omega.3.4,2726.16074995399,2688.32868750665
GSK200109,Omega.3.4,2897.39739354296,3118.89754168359
GSK200110,Omega.3.4,2903.34145212279,2861.56615572255
GSK201315,Omega.3.4,2830.19956956008,2882.17360082648
GSKAC4116135,Omega.3.4,2728.76015846175,3098.57510293198
GSKAVA102670_v02,Omega.3.4,2767.80944531894,2847.72534331589
GSKAVA102672_v02,Omega.3.4,2844.10902111846,2942.26626631098
GSKAVA105640_v02,Omega.3.4,2786.78748851908,3103.09743748226
GSKB2C112060,Omega.3.4,2754.25826964405,2904.60458396784
GSKCOR103561,Omega.3.4,2949.65565710754,2935.09201133838
GSKDB2113360_v02,Omega.3.4,2960.57599671918,2840.34883605467
GSKFFA112059,Omega.3.4,2805.07266974518,2988.4907805299
GSKFFA115285,Omega.3.4,3050.86535162712,2871.3002223419
GSKHGS1006_C1056_v05,Omega.3.4,2885.23281313572,2914.13247592691
GSKHGS1006_C1057_v03,Omega.3.4,2854.10341553155,2943.89077013697
GSKMEA115588,Omega.3.4,2788.69504837227,2693.45441686664
GSKROR104836,Omega.3.4,3035.73305327757,2955.73615452278
GAL-ALZ-302,Omega.3.4,2663.13710235859,2801.22898979276
C0168T29,Omega.3.4,2893.63364155185,2985.85947921353
Gal-Int-11_24m,Omega.3.4,3055.91846207394,3025.08396419098
Gal-Int-18_24m,Omega.3.4,2742.3677419393,3023.08527201406
C0524T05,Omega.3.4,2908.45065801441,2924.5985052553
C0524T06,Omega.3.4,2879.79526076601,2990.40511221445
C0524T09,Omega.3.4,2943.39686470197,3001.13636876916
C0524T08,Omega.3.4,2922.05012739782,3098.34295917048
C0743T08,Omega.3.4,2984.18830195745,2869.82634898552
C0524T11,Omega.3.4,2865.47459750712,3016.89222589042
C0743T09,Omega.3.4,2948.04158394226,3057.61325994277
C0524T12,Omega.3.4,2746.83397257781,2732.37159329818
DIA3009,Omega.3.4,2818.59908195149,2792.68616862649
ART3001,Omega.3.4,2749.03169948054,3120.7405059103
CNTO1275PSA3001,Omega.3.4,2938.96146013073,2566.93813181915
CNTO1275PSA3002,Omega.3.4,2881.30793476668,2996.38401937411
DIA3005,Omega.3.4,2673.71479553433,2911.10150629798
DIA3002,Omega.3.4,2042.79344235122,2644.534640324
DIA3010,Omega.3.4,2664.45823390472,3076.73952001159
DIA3006,Omega.3.4,2906.61443055163,2940.0998458878
DIA3012,Omega.3.4,2878.67119149867,3001.32597108954
DIA3015,Omega.3.4,2381.18428562436,2787.02915642389
28431754DIA3014,Omega.3.4,3045.84831068858,3053.64223263306
28431754DIA3011,Omega.3.4,2627.24210815619,3042.36400967701
BI107_210,Omega.4.4,NA,2859.65459367347
BI1245_36,Omega.4.4,NA,2909.0421523821
BI1276_1,Omega.4.4,2705.23755228128,2739.99492708487
BI244_2484,Omega.4.4,2801.61760725471,2911.7100578405
BI248_524,Omega.4.4,NA,2966.32727443938
BI248_525,Omega.4.4,NA,2816.61848125431
BI248_622,Omega.4.4,NA,2989.2012378965
BI248_629,Omega.4.4,NA,2723.33641299129
BI502_254,Omega.4.4,NA,2960.84194204358
BI502_256,Omega.4.4,NA,2512.53207570921
BI502_316,Omega.4.4,NA,3012.92936777875
BI502_317,Omega.4.4,NA,3020.28722304021
BI502_327,Omega.4.4,NA,3081.95150720359
BI502_376,Omega.4.4,NA,3038.54135127888
BI502_391,Omega.4.4,NA,2972.06363873597
BI502_392,Omega.4.4,NA,2992.68889587312
BI502_396,Omega.4.4,NA,3022.52861469901
BI502_397,Omega.4.4,2682.3811008322,2925.00467516497
BI502_413,Omega.4.4,2838.31864743508,2866.30926450779
BI502_550,Omega.4.4,NA,2987.22283143829
LILLY_B3D_MC_GHAC,Omega.4.4,2715.62739717416,2740.58929479477
LILLY_B3D_US_GHBZ,Omega.4.4,NA,3110.54270825325
LILLY_H6D_MC_LVGY,Omega.4.4,NA,3025.59859302355
LILLY_H6D_MC_LVHB,Omega.4.4,2998.25477109188,3006.0942945314
LILLY_H6D_MC_LVHG,Omega.4.4,2978.70229703554,2958.34497409597
LILLY_H6D_MC_LVHJ,Omega.4.4,NA,2978.96631026847
LILLY_H6D_MC_LVHR,Omega.4.4,NA,2762.77852203227
LILLY_H6D_MC_LVHS,Omega.4.4,2922.62029152616,2913.62318825837
LILLY_H6D_MC_LVID,Omega.4.4,NA,3039.38906890472
LILLY_H9X_MC_GBCF,Omega.4.4,2904.13016094728,2855.64527456021
LILLY_H9X_MC_GBDA,Omega.4.4,2986.3667452556,3117.71707533514
LILLY_H9X_MC_GBDB,Omega.4.4,2446.84044110108,3056.53968823504
LILLY_H9X_MC_GBDC,Omega.4.4,NA,2924.52291612557
LILLY_H9X_MC_GBDD,Omega.4.4,3029.4101703057,3064.15385264801
LILLY_H9X_MC_GBDE,Omega.4.4,2877.11518169376,3123.1324179488
LILLY_H9X_MC_GBDG,Omega.4.4,NA,2910.17057108257
RCHNA25220,Omega.4.4,NA,3080.93862863147
RCHWA19924,Omega.4.4,NA,2864.06038053574
TKASYR322_305,Omega.4.4,2771.47886377718,2872.55102207395
TKASYR322_402,Omega.4.4,3106.28208052192,3127.42928705918
GSK101468_169,Omega.4.4,NA,3098.92210541799
GSK101468_204,Omega.4.4,NA,2778.32929939704
GSK101468_205,Omega.4.4,NA,2942.12345481616
GSK101468_249,Omega.4.4,NA,3013.75033666531
GSK200109,Omega.4.4,2884.82837700157,2724.45776877974
GSK200110,Omega.4.4,3002.46266237405,3076.87545782938
GSK201315,Omega.4.4,2859.36442370109,2913.00095524585
GSKAC4116135,Omega.4.4,2635.69315467633,2788.9989902898
GSKAVA102670_v02,Omega.4.4,NA,3216.09682590112
GSKAVA102672_v02,Omega.4.4,NA,3022.90386942986
GSKAVA105640_v02,Omega.4.4,NA,3149.29752471975
GSKB2C112060,Omega.4.4,NA,3148.81173561322
GSKCOR103561,Omega.4.4,NA,2774.22582326139
GSKDB2113360_v02,Omega.4.4,2836.57680710164,2860.10911487124
GSKFFA112059,Omega.4.4,2737.8089672717,2787.79709710081
GSKFFA115285,Omega.4.4,NA,3047.88908713232
GSKHGS1006_C1056_v05,Omega.4.4,NA,3021.33000509055
GSKHGS1006_C1057_v03,Omega.4.4,NA,3103.55405518388
GSKMEA115588,Omega.4.4,NA,2971.66442926905
GSKROR104836,Omega.4.4,NA,2324.73437985549
GAL-ALZ-302,Omega.4.4,NA,NA
C0168T29,Omega.4.4,NA,NA
Gal-Int-11_24m,Omega.4.4,NA,NA
Gal-Int-18_24m,Omega.4.4,NA,NA
C0524T05,Omega.4.4,NA,NA
C0524T06,Omega.4.4,NA,NA
C0524T09,Omega.4.4,NA,NA
C0524T08,Omega.4.4,NA,NA
C0743T08,Omega.4.4,NA,NA
C0524T11,Omega.4.4,NA,NA
C0743T09,Omega.4.4,NA,NA
C0524T12,Omega.4.4,NA,NA
DIA3009,Omega.4.4,NA,NA
ART3001,Omega.4.4,NA,NA
CNTO1275PSA3001,Omega.4.4,NA,NA
CNTO1275PSA3002,Omega.4.4,NA,NA
DIA3005,Omega.4.4,NA,NA
DIA3002,Omega.4.4,NA,NA
DIA3010,Omega.4.4,NA,NA
DIA3006,Omega.4.4,NA,NA
DIA3012,Omega.4.4,NA,NA
DIA3015,Omega.4.4,NA,NA
28431754DIA3014,Omega.4.4,NA,NA
28431754DIA3011,Omega.4.4,NA,NA
BI107_210,Omega.5.4,2715.29066541945,3049.10730441449
BI1245_36,Omega.5.4,3031.28866008442,3010.55463106385
BI1276_1,Omega.5.4,2989.52863492948,2845.73252590143
BI244_2484,Omega.5.4,2907.85894454895,2935.69631661707
BI248_524,Omega.5.4,2781.99060578821,2815.28882448112
BI248_525,Omega.5.4,2838.65162179128,2682.65138738436
BI248_622,Omega.5.4,2962.95942426325,2877.7308734791
BI248_629,Omega.5.4,2865.13598357039,2704.97859521521
BI502_254,Omega.5.4,2815.04846801196,2941.51231517383
BI502_256,Omega.5.4,2947.94620533242,2582.42535091781
BI502_316,Omega.5.4,3074.80347922578,2829.10465419197
BI502_317,Omega.5.4,2946.59367294866,2709.70431556502
BI502_327,Omega.5.4,2658.3679367374,2976.58367223193
BI502_376,Omega.5.4,2685.74695509343,2584.61491077615
BI502_391,Omega.5.4,2828.73142493267,2964.87327446432
BI502_392,Omega.5.4,2722.40491448224,2997.51213051849
BI502_396,Omega.5.4,2795.41205775463,2907.09377014798
BI502_397,Omega.5.4,2943.01594415598,2778.63863099686
BI502_413,Omega.5.4,2946.69022011379,3133.25755274481
BI502_550,Omega.5.4,2865.98378431997,2728.09801776295
LILLY_B3D_MC_GHAC,Omega.5.4,3074.39325700321,3213.65050892807
LILLY_B3D_US_GHBZ,Omega.5.4,2847.92805250294,3122.09456808671
LILLY_H6D_MC_LVGY,Omega.5.4,2921.99651054673,2893.59942242993
LILLY_H6D_MC_LVHB,Omega.5.4,2826.10304682583,2883.13223331304
LILLY_H6D_MC_LVHG,Omega.5.4,2718.75836646716,2956.54754607876
LILLY_H6D_MC_LVHJ,Omega.5.4,2860.63811565673,2878.27203773706
LILLY_H6D_MC_LVHR,Omega.5.4,2868.8773877831,2973.8553553095
LILLY_H6D_MC_LVHS,Omega.5.4,2841.61165571682,2875.60609981425
LILLY_H6D_MC_LVID,Omega.5.4,2831.46963208429,2826.93144684539
LILLY_H9X_MC_GBCF,Omega.5.4,3033.81416230642,2762.27454363923
LILLY_H9X_MC_GBDA,Omega.5.4,2888.3764680255,3005.36942780078
LILLY_H9X_MC_GBDB,Omega.5.4,2946.07891642916,2665.5678200557
LILLY_H9X_MC_GBDC,Omega.5.4,2837.9040706558,2854.5197037066
LILLY_H9X_MC_GBDD,Omega.5.4,3076.05721531457,3197.47383423384
LILLY_H9X_MC_GBDE,Omega.5.4,2943.93378949158,3001.9354391892
LILLY_H9X_MC_GBDG,Omega.5.4,2774.62734314884,2680.88922976663
RCHNA25220,Omega.5.4,2963.34257734171,3272.93898482705
RCHWA19924,Omega.5.4,2617.59485179897,2953.60014002294
TKASYR322_305,Omega.5.4,2334.2097739232,2860.01328269998
TKASYR322_402,Omega.5.4,2906.98170004512,2960.46734033737
GSK101468_169,Omega.5.4,3066.75060768011,2660.27131173192
GSK101468_204,Omega.5.4,2909.16743399034,2860.62532868826
GSK101468_205,Omega.5.4,3031.73794793534,2998.36109963867
GSK101468_249,Omega.5.4,2985.29857082811,3208.30326966733
GSK200109,Omega.5.4,2947.94630969614,3126.55105891357
GSK200110,Omega.5.4,2915.95849304421,2889.84753927237
GSK201315,Omega.5.4,2912.59308633871,2799.40449829399
GSKAC4116135,Omega.5.4,2794.55749378937,2987.56890549848
GSKAVA102670_v02,Omega.5.4,2928.57199070547,3019.68394213144
GSKAVA102672_v02,Omega.5.4,2909.0115673293,2848.98051379687
GSKAVA105640_v02,Omega.5.4,2987.88704164046,2909.52838653167
GSKB2C112060,Omega.5.4,2965.04866332916,2944.28895764661
GSKCOR103561,Omega.5.4,2929.23382672554,2821.06156719035
GSKDB2113360_v02,Omega.5.4,2847.77135213985,2816.46384185975
GSKFFA112059,Omega.5.4,2672.36324558751,2844.04246800983
GSKFFA115285,Omega.5.4,2865.949151335,2689.19008374339
GSKHGS1006_C1056_v05,Omega.5.4,2513.94455807693,2923.70117680999
GSKHGS1006_C1057_v03,Omega.5.4,2529.37581346828,2907.06640786664
GSKMEA115588,Omega.5.4,2634.25714031626,2871.21522292206
GSKROR104836,Omega.5.4,3032.46414061013,3089.94789776212
GAL-ALZ-302,Omega.5.4,2826.39702930335,2883.00664538425
C0168T29,Omega.5.4,2904.11018109766,2954.16919141552
Gal-Int-11_24m,Omega.5.4,2775.88115446919,2901.98601853175
Gal-Int-18_24m,Omega.5.4,2237.52041827151,2249.95001275013
C0524T05,Omega.5.4,2987.73217058221,3139.09537827232
C0524T06,Omega.5.4,2896.68405202768,2985.88836804174
C0524T09,Omega.5.4,2883.99347146604,2608.02747677817
C0524T08,Omega.5.4,2944.2610424278,3031.57687174334
C0743T08,Omega.5.4,3041.15868682918,3125.31165109684
C0524T11,Omega.5.4,3159.47256239744,2897.66259967663
C0743T09,Omega.5.4,2560.78938880962,2980.23824314123
C0524T12,Omega.5.4,2450.68524252074,2619.87412140475
DIA3009,Omega.5.4,2869.05793553382,2710.33415130333
ART3001,Omega.5.4,2584.00220332486,2759.99074202014
CNTO1275PSA3001,Omega.5.4,3067.21494294067,3021.96301030405
CNTO1275PSA3002,Omega.5.4,2572.83576784333,2649.90060638526
DIA3005,Omega.5.4,2816.56784716071,2093.68479770682
DIA3002,Omega.5.4,3031.25410771075,2989.71720452733
DIA3010,Omega.5.4,2983.20842079182,3064.74356626831
DIA3006,Omega.5.4,2949.97853168562,2791.42170375607
DIA3012,Omega.5.4,2739.92176867829,2865.83582841595
DIA3015,Omega.5.4,2701.37255485513,2802.73341994772
28431754DIA3014,Omega.5.4,3021.6043983532,3168.18839519676
28431754DIA3011,Omega.5.4,2764.767256831,2773.8344656154
BI107_210,Omega.6.4,2828.6598670302,3026.67489613226
BI1245_36,Omega.6.4,2904.91761469223,2847.51581516515
BI1276_1,Omega.6.4,2856.7749551169,2787.3800409976
BI244_2484,Omega.6.4,2868.00523181627,2949.34453239509
BI248_524,Omega.6.4,2912.05198713146,2900.11915470371
BI248_525,Omega.6.4,2890.11080925713,2992.14956493746
BI248_622,Omega.6.4,2811.85794785187,2926.13374853447
BI248_629,Omega.6.4,2819.62565398161,2932.55681876851
BI502_254,Omega.6.4,2655.54223562449,2851.61230380705
BI502_256,Omega.6.4,2635.89054119472,3163.84042967146
BI502_316,Omega.6.4,2909.88302934582,2896.53538880642
BI502_317,Omega.6.4,2990.12230963421,2853.72688513058
BI502_327,Omega.6.4,2880.23209587539,3059.92848598094
BI502_376,Omega.6.4,3020.81107744904,3060.58889390407
BI502_391,Omega.6.4,2987.28280316464,2952.75627914054
BI502_392,Omega.6.4,2742.08093768467,3113.90068622967
BI502_396,Omega.6.4,2902.26965396415,2792.5989584255
BI502_397,Omega.6.4,2515.89928752056,2812.63901753337
BI502_413,Omega.6.4,2733.52191437072,2858.66946874228
BI502_550,Omega.6.4,2945.3595602831,2978.36267640513
LILLY_B3D_MC_GHAC,Omega.6.4,2783.77060615226,2822.65047439067
LILLY_B3D_US_GHBZ,Omega.6.4,2941.18852400865,2880.54400719295
LILLY_H6D_MC_LVGY,Omega.6.4,2921.49547140992,2768.61325028544
LILLY_H6D_MC_LVHB,Omega.6.4,2904.37042260963,3056.77528572813
LILLY_H6D_MC_LVHG,Omega.6.4,2924.13443788019,2617.01323473762
LILLY_H6D_MC_LVHJ,Omega.6.4,2943.71344367442,2670.25246044746
LILLY_H6D_MC_LVHR,Omega.6.4,2840.64816019304,2906.36798315801
LILLY_H6D_MC_LVHS,Omega.6.4,2907.46956934157,3027.48692124358
LILLY_H6D_MC_LVID,Omega.6.4,2869.13062293892,3010.62631504462
LILLY_H9X_MC_GBCF,Omega.6.4,2892.96371286217,2945.19716007036
LILLY_H9X_MC_GBDA,Omega.6.4,3038.0162837281,2761.51571462246
LILLY_H9X_MC_GBDB,Omega.6.4,2844.22003828671,3168.73525654281
LILLY_H9X_MC_GBDC,Omega.6.4,2627.68469515956,3083.90470915194
LILLY_H9X_MC_GBDD,Omega.6.4,2986.48838743664,2935.25630785829
LILLY_H9X_MC_GBDE,Omega.6.4,2825.68157099882,2935.94513899844
LILLY_H9X_MC_GBDG,Omega.6.4,2979.09608497838,2896.27939647919
RCHNA25220,Omega.6.4,2988.02034952867,3131.29380449244
RCHWA19924,Omega.6.4,3073.55984832745,3026.52566372501
TKASYR322_305,Omega.6.4,2537.88993156923,2934.86631874013
TKASYR322_402,Omega.6.4,2949.0747522288,2974.47086977495
GSK101468_169,Omega.6.4,2988.48227553497,3113.25280239925
GSK101468_204,Omega.6.4,2988.39905686611,2865.43815102761
GSK101468_205,Omega.6.4,2886.52081261544,3018.08621088799
GSK101468_249,Omega.6.4,2761.49714426557,2955.30588832228
GSK200109,Omega.6.4,2853.27197809533,2862.75165509412
GSK200110,Omega.6.4,2948.42970822142,2923.0072054611
GSK201315,Omega.6.4,2790.6955048444,3058.62120179485
GSKAC4116135,Omega.6.4,2810.00941362534,2753.17105643584
GSKAVA102670_v02,Omega.6.4,2857.93110649306,2984.25208255153
GSKAVA102672_v02,Omega.6.4,2672.60886489628,2747.46559029322
GSKAVA105640_v02,Omega.6.4,2830.22888985208,2798.89904163047
GSKB2C112060,Omega.6.4,2868.04325645738,3179.01237198906
GSKCOR103561,Omega.6.4,2887.55673320451,2995.86655163315
GSKDB2113360_v02,Omega.6.4,3025.16021617839,2984.68662312157
GSKFFA112059,Omega.6.4,2781.75958998168,2632.92816606734
GSKFFA115285,Omega.6.4,2989.65482335762,3121.06705311859
GSKHGS1006_C1056_v05,Omega.6.4,2866.23964855912,3018.2346817241
GSKHGS1006_C1057_v03,Omega.6.4,2460.78932035237,2988.36540710147
GSKMEA115588,Omega.6.4,2877.40469115728,2800.67920650521
GSKROR104836,Omega.6.4,2957.10562455795,2938.84329664035
GAL-ALZ-302,Omega.6.4,2845.72956958142,3079.00363740091
C0168T29,Omega.6.4,2643.80919789963,2719.10348456009
Gal-Int-11_24m,Omega.6.4,2720.20113253626,2446.44741562011
Gal-Int-18_24m,Omega.6.4,2944.06593427885,2974.9709944035
C0524T05,Omega.6.4,2759.94890171114,3115.26913101044
C0524T06,Omega.6.4,2995.10549206544,2757.14600190455
C0524T09,Omega.6.4,3043.6670945995,2936.86025876498
C0524T08,Omega.6.4,2909.0739109396,3008.59975996821
C0743T08,Omega.6.4,2863.41428682159,2974.37834693502
C0524T11,Omega.6.4,2903.83098394019,2968.45921614825
C0743T09,Omega.6.4,2834.25302843813,2920.50416704167
C0524T12,Omega.6.4,2906.89430462223,2907.4133652929
DIA3009,Omega.6.4,3025.63150964959,3155.89452402276
ART3001,Omega.6.4,3054.87420639671,2967.62618144684
CNTO1275PSA3001,Omega.6.4,2553.17037641018,2924.01991285214
CNTO1275PSA3002,Omega.6.4,2481.47137665614,3140.5703878548
DIA3005,Omega.6.4,2909.82235199979,3020.80014030303
DIA3002,Omega.6.4,2737.1065638951,2677.1061251366
DIA3010,Omega.6.4,2926.604642457,2753.86936969584
DIA3006,Omega.6.4,2739.31558010957,2881.37481564326
DIA3012,Omega.6.4,2791.25522849711,2883.40066278229
DIA3015,Omega.6.4,2822.64730175179,2588.10138355442
28431754DIA3014,Omega.6.4,2982.9545664201,2919.49095522168
28431754DIA3011,Omega.6.4,2908.07690155336,2969.19606787642
BI107_210,Omega.1.5,2810.92386627349,2624.83274694876
BI1245_36,Omega.1.5,2864.09119657994,2996.39583645195
BI1276_1,Omega.1.5,2790.70552320152,3129.03289498744
BI244_2484,Omega.1.5,2716.54311618875,3043.67467516336
BI248_524,Omega.1.5,3075.26897582398,3108.22493368718
BI248_525,Omega.1.5,2696.8638240108,3142.67078405221
BI248_622,Omega.1.5,3025.56321361818,3127.78096409871
BI248_629,Omega.1.5,2737.32691700501,2616.80849539527
BI502_254,Omega.1.5,2907.57878726993,2962.11593158791
BI502_256,Omega.1.5,2793.88221907957,2841.77419048522
BI502_316,Omega.1.5,2982.38957585711,2496.84691731082
BI502_317,Omega.1.5,2987.71635405562,3041.27541683155
BI502_327,Omega.1.5,2905.12102584308,2907.7454793773
BI502_376,Omega.1.5,2946.84605671741,2469.67747281945
BI502_391,Omega.1.5,2641.19519686571,2858.94909960023
BI502_392,Omega.1.5,2761.99420905261,2763.12288040587
BI502_396,Omega.1.5,2985.96786037778,2951.67217685461
BI502_397,Omega.1.5,3069.8806978012,3182.36777870311
BI502_413,Omega.1.5,3120.51281712623,2995.07262131069
BI502_550,Omega.1.5,2734.92297798928,2927.35377025941
LILLY_B3D_MC_GHAC,Omega.1.5,2758.87675655325,2894.40989258598
LILLY_B3D_US_GHBZ,Omega.1.5,3070.43051868694,2979.73881853472
LILLY_H6D_MC_LVGY,Omega.1.5,2774.1236022733,2691.10137076361
LILLY_H6D_MC_LVHB,Omega.1.5,2898.64279832225,3026.77759947705
LILLY_H6D_MC_LVHG,Omega.1.5,3077.27658208073,3175.24038471579
LILLY_H6D_MC_LVHJ,Omega.1.5,2907.89007821523,3024.01654722631
LILLY_H6D_MC_LVHR,Omega.1.5,3039.4031717669,2962.64470019837
LILLY_H6D_MC_LVHS,Omega.1.5,3030.32163774498,2570.70558536254
LILLY_H6D_MC_LVID,Omega.1.5,2755.23167442679,3046.10569642609
LILLY_H9X_MC_GBCF,Omega.1.5,2907.32982764147,2870.90292223934
LILLY_H9X_MC_GBDA,Omega.1.5,2840.75698266244,2965.71719316536
LILLY_H9X_MC_GBDB,Omega.1.5,2990.22251384694,2857.90715467901
LILLY_H9X_MC_GBDC,Omega.1.5,2942.641965174,2927.06413212323
LILLY_H9X_MC_GBDD,Omega.1.5,2591.5122515562,2952.07266998828
LILLY_H9X_MC_GBDE,Omega.1.5,2777.67275790886,3024.58908471325
LILLY_H9X_MC_GBDG,Omega.1.5,2545.24869800054,2493.90118010507
RCHNA25220,Omega.1.5,3027.53288236654,2972.90712101233
RCHWA19924,Omega.1.5,2989.15418886117,3121.11925920904
TKASYR322_305,Omega.1.5,2793.10913293262,2557.47784895832
TKASYR322_402,Omega.1.5,2346.7674943845,2366.72004790742
GSK101468_169,Omega.1.5,2950.14000908017,3025.37405910561
GSK101468_204,Omega.1.5,2867.55515218472,2938.25682364131
GSK101468_205,Omega.1.5,2839.70378361214,2958.41950001591
GSK101468_249,Omega.1.5,2903.4874080883,2791.14883463255
GSK200109,Omega.1.5,2866.68643243494,2933.65196280406
GSK200110,Omega.1.5,2990.48977441958,2955.27545405885
GSK201315,Omega.1.5,2988.58710757478,3012.42064639341
GSKAC4116135,Omega.1.5,2494.88566157774,2494.34566177911
GSKAVA102670_v02,Omega.1.5,2549.98804679675,2682.12524496815
GSKAVA102672_v02,Omega.1.5,2709.46532967045,2856.18209217503
GSKAVA105640_v02,Omega.1.5,2630.54468891078,2856.9547732523
GSKB2C112060,Omega.1.5,2812.47916739791,2868.04722281486
GSKCOR103561,Omega.1.5,2787.6669969825,3003.3312614857
GSKDB2113360_v02,Omega.1.5,2905.65540461186,2983.58260666375
GSKFFA112059,Omega.1.5,2905.04720949988,3009.5348587648
GSKFFA115285,Omega.1.5,2463.76019627584,2452.74754507921
GSKHGS1006_C1056_v05,Omega.1.5,2948.55868286462,3069.09550506318
GSKHGS1006_C1057_v03,Omega.1.5,2858.36743415314,2919.57921404818
GSKMEA115588,Omega.1.5,2933.47047226065,2772.53581459506
GSKROR104836,Omega.1.5,2730.87755018956,2509.54770411828
GAL-ALZ-302,Omega.1.5,2830.05420384964,2879.55052305504
C0168T29,Omega.1.5,2789.08740650907,2946.99042557204
Gal-Int-11_24m,Omega.1.5,2765.14286881182,3060.20817099011
Gal-Int-18_24m,Omega.1.5,2739.1327991919,2910.4182981409
C0524T05,Omega.1.5,2915.19938925458,2555.2377228245
C0524T06,Omega.1.5,2744.34340694356,2741.29486664275
C0524T09,Omega.1.5,2919.95918852252,3004.92774254773
C0524T08,Omega.1.5,2995.62472458934,2986.34586311931
C0743T08,Omega.1.5,3076.16474891352,2995.87457930486
C0524T11,Omega.1.5,2948.91345119044,2797.19995165959
C0743T09,Omega.1.5,2837.6361184828,3155.69831682556
C0524T12,Omega.1.5,2883.05933937952,2989.83426202524
DIA3009,Omega.1.5,2944.30692062123,3006.81672241971
ART3001,Omega.1.5,2683.97679037689,2947.35376786579
CNTO1275PSA3001,Omega.1.5,2984.16719764594,2812.18800995635
CNTO1275PSA3002,Omega.1.5,2948.71992518179,2777.43713506913
DIA3005,Omega.1.5,2473.45287387665,2781.82191996345
DIA3002,Omega.1.5,2590.90807234483,3052.85683824993
DIA3010,Omega.1.5,2764.96701773401,2950.51123316874
DIA3006,Omega.1.5,2889.57046911521,3144.6040071305
DIA3012,Omega.1.5,2949.78479410734,2895.28587389601
DIA3015,Omega.1.5,2850.19217788325,3031.78952078869
28431754DIA3014,Omega.1.5,2903.25462511137,3091.50371275951
28431754DIA3011,Omega.1.5,3119.0561954749,3123.4478847285
BI107_210,Omega.2.5,2989.28766675812,2989.90377421773
BI1245_36,Omega.2.5,2697.43504814519,2716.15182919446
BI1276_1,Omega.2.5,2418.11392473716,2860.83207322447
BI244_2484,Omega.2.5,2603.4708316745,2900.79570226016
BI248_524,Omega.2.5,2612.48326276575,3120.75224158495
BI248_525,Omega.2.5,2748.19813684662,2791.55193195036
BI248_622,Omega.2.5,2904.67055030758,2700.10544445653
BI248_629,Omega.2.5,2852.91327065137,3078.70638879472
BI502_254,Omega.2.5,2853.63079186643,2965.1013570143
BI502_256,Omega.2.5,2874.95451869048,2779.42578194181
BI502_316,Omega.2.5,2944.25867820032,3007.19006436621
BI502_317,Omega.2.5,2865.17633903741,3065.7791204143
BI502_327,Omega.2.5,2813.66515006536,3261.19631679929
BI502_376,Omega.2.5,2850.94227819724,2824.19842431006
BI502_391,Omega.2.5,2793.41784991506,2775.28632144524
BI502_392,Omega.2.5,2894.77354247098,3234.0795136999
BI502_396,Omega.2.5,2786.47007635762,2505.45365547228
BI502_397,Omega.2.5,2948.23627826623,2910.03358874927
BI502_413,Omega.2.5,2971.80239086672,2694.04515845694
BI502_550,Omega.2.5,3104.127080231,3011.15477874763
LILLY_B3D_MC_GHAC,Omega.2.5,2667.94507728894,2713.88726451306
LILLY_B3D_US_GHBZ,Omega.2.5,2902.89555583109,3023.72106945636
LILLY_H6D_MC_LVGY,Omega.2.5,2864.10389495907,2953.86251213701
LILLY_H6D_MC_LVHB,Omega.2.5,2737.53623116567,3035.40689548496
LILLY_H6D_MC_LVHG,Omega.2.5,2830.54866567094,2830.78592544698
LILLY_H6D_MC_LVHJ,Omega.2.5,2676.7937231209,2810.50926067269
LILLY_H6D_MC_LVHR,Omega.2.5,2866.15698640444,2910.14725093371
LILLY_H6D_MC_LVHS,Omega.2.5,2887.46699839709,2958.87427890772
LILLY_H6D_MC_LVID,Omega.2.5,2779.3512824728,2930.56949124774
LILLY_H9X_MC_GBCF,Omega.2.5,2962.87409855597,2879.69299167738
LILLY_H9X_MC_GBDA,Omega.2.5,2845.38836649036,2674.98156260333
LILLY_H9X_MC_GBDB,Omega.2.5,3030.48609742746,2817.14502454916
LILLY_H9X_MC_GBDC,Omega.2.5,2920.5619481017,2758.72503880368
LILLY_H9X_MC_GBDD,Omega.2.5,2759.15624210689,3112.25372696466
LILLY_H9X_MC_GBDE,Omega.2.5,2902.96853160395,2956.49127934156
LILLY_H9X_MC_GBDG,Omega.2.5,2804.74546800348,3102.1580730654
RCHNA25220,Omega.2.5,3017.57256719657,2794.3689744401
RCHWA19924,Omega.2.5,2907.7032914577,3151.57027901954
TKASYR322_305,Omega.2.5,2808.54833675531,3068.62597448178
TKASYR322_402,Omega.2.5,3028.16797212692,3254.65913069917
GSK101468_169,Omega.2.5,2833.5882601374,2771.64886822052
GSK101468_204,Omega.2.5,2731.39147934372,3115.80428792042
GSK101468_205,Omega.2.5,2905.03408920326,3070.95779382605
GSK101468_249,Omega.2.5,2867.95374132953,2631.03242931486
GSK200109,Omega.2.5,2975.6312978392,2809.77631490158
GSK200110,Omega.2.5,2943.30476308759,3100.92543146949
GSK201315,Omega.2.5,2731.02957846643,2641.48265105131
GSKAC4116135,Omega.2.5,3032.39495703829,2813.70745180781
GSKAVA102670_v02,Omega.2.5,2831.59598642517,2983.9224282566
GSKAVA102672_v02,Omega.2.5,2855.75145886057,2855.61581773835
GSKAVA105640_v02,Omega.2.5,3031.33302290716,3077.73363100551
GSKB2C112060,Omega.2.5,2830.25595923432,3074.08229441131
