condition_sought,level_name,term,drug_defined_label
cardiovascular,llt_name,Cerebrovascular disorder NOS foetal,Cardiovascular diseases
cardiovascular,llt_name,"Cerebrovascular disorder, postpartum",Cardiovascular diseases
cardiovascular,llt_name,Cerebrovascular disorders in the puerperium,Cardiovascular diseases
cardiovascular,llt_name,"Cerebrovascular disorders, antepartum",Cardiovascular diseases
cardiovascular,llt_name,"Cerebrovascular disorders, with delivery, with mention of postpartum complication",Cardiovascular diseases
cardiovascular,llt_name,"Cerebrovascular disorders, with delivery, with or without mention of antepartum condition",Cardiovascular diseases
cardiovascular,llt_name,Cerebrovascular infarction,Cardiovascular diseases
cardiovascular,pt_name,Cerebrovascular insufficiency,Cardiovascular diseases
cardiovascular,llt_name,Cerebrovascular spasm,Cardiovascular diseases
cardiovascular,pt_name,Cerebrovascular stenosis,Cardiovascular diseases
cardiovascular,llt_name,Cerebrovascular stenosis NOS,Cardiovascular diseases
cardiovascular,llt_name,"Certain sequelae of myocardial infarction, not elsewhere classified",Cardiovascular diseases
cardiovascular,llt_name,Charcot-Bouchard dissecting aneurysm,Cardiovascular diseases
cardiovascular,pt_name,Charcot-Bouchard microaneurysms,Cardiovascular diseases
cardiovascular,llt_name,Chest pain - cardiac,Cardiovascular diseases
cardiovascular,llt_name,CHF,Cardiovascular diseases
cardiovascular,llt_name,Chronic cerebral circulatory disorder,Cardiovascular diseases
cardiovascular,llt_name,Chronic cerebral ischaemia,Cardiovascular diseases
cardiovascular,llt_name,Chronic cerebral ischemia,Cardiovascular diseases
cardiovascular,llt_name,Chronic cor pulmonale,Cardiovascular diseases
cardiovascular,llt_name,Chronic heart failure,Cardiovascular diseases
cardiovascular,llt_name,"Chronic ischaemic heart disease, unspecified",Cardiovascular diseases
cardiovascular,llt_name,"Chronic ischemic heart disease, unspecified",Cardiovascular diseases
cardiovascular,pt_name,Chronic left ventricular failure,Cardiovascular diseases
cardiovascular,llt_name,Chronic passive congestion of liver,Cardiovascular diseases
cardiovascular,llt_name,Chronic pulmonary heart disease,Cardiovascular diseases
cardiovascular,llt_name,Chronic pulmonary heart disease unspecified,Cardiovascular diseases
cardiovascular,llt_name,"Chronic pulmonary heart disease, unspecified",Cardiovascular diseases
cardiovascular,pt_name,Chronic right ventricular failure,Cardiovascular diseases
cardiovascular,llt_name,Chronic subdural haematoma,Cardiovascular diseases
cardiovascular,llt_name,Chronic subdural haemotoma,Cardiovascular diseases
cardiovascular,llt_name,Chronic subdural hematoma,Cardiovascular diseases
cardiovascular,llt_name,Chronic subdural hemotoma,Cardiovascular diseases
cardiovascular,llt_name,Chronic systolic heart failure,Cardiovascular diseases
cardiovascular,llt_name,Chronic unstable angina,Cardiovascular diseases
cardiovascular,llt_name,Circulatory encephalopathy,Cardiovascular diseases
cardiovascular,llt_name,CK2 increased,Cardiovascular diseases
cardiovascular,llt_name,Clipping intracerebral aneurysm,Cardiovascular diseases
cardiovascular,llt_name,Coiling of intra-cerebral aneurysm,Cardiovascular diseases
cardiovascular,llt_name,Common carotid artery perforation,Cardiovascular diseases
cardiovascular,llt_name,Complication of acute stroke,Cardiovascular diseases
cardiovascular,pt_name,Congenital hemiparesis,Cardiovascular diseases
cardiovascular,llt_name,Congestive cardiac failure,Cardiovascular diseases
cardiovascular,llt_name,Congestive cardiac failure aggr.,Cardiovascular diseases
cardiovascular,llt_name,Congestive cardiac failure aggravated,Cardiovascular diseases
cardiovascular,llt_name,Congestive heart failure,Cardiovascular diseases
cardiovascular,pt_name,Cor pulmonale,Cardiovascular diseases
cardiovascular,pt_name,Cor pulmonale acute,Cardiovascular diseases
cardiovascular,pt_name,Cor pulmonale chronic,Cardiovascular diseases
cardiovascular,llt_name,Cor pulmonale NOS,Cardiovascular diseases
cardiovascular,llt_name,Coronaropathy,Cardiovascular diseases
cardiovascular,pt_name,Coronary angioplasty,Cardiovascular diseases
cardiovascular,pt_name,Coronary arterial stent insertion,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery atheroma,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery atheroma haemorrhage,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery atheroma hemorrhage,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery atherosclerosis,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery bleeding,Cardiovascular diseases
cardiovascular,pt_name,Coronary artery bypass,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery bypass graft,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery calcification,Cardiovascular diseases
cardiovascular,pt_name,Coronary artery compression,Cardiovascular diseases
cardiovascular,pt_name,Coronary artery disease,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery disease aggravat.,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery disease aggravated,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery disease NOS,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery disease progression,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery disorder,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery disorder (NOS),Cardiovascular diseases
cardiovascular,pt_name,Coronary artery dissection,Cardiovascular diseases
cardiovascular,pt_name,Coronary artery embolism,Cardiovascular diseases
cardiovascular,pt_name,Coronary artery insufficiency,Cardiovascular diseases
cardiovascular,pt_name,Coronary artery occlusion,Cardiovascular diseases
cardiovascular,pt_name,Coronary artery reocclusion,Cardiovascular diseases
cardiovascular,pt_name,Coronary artery restenosis,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery sclerosis,Cardiovascular diseases
cardiovascular,llt_name,Coronary artery spasm,Cardiovascular diseases
cardiovascular,pt_name,Coronary artery stenosis,Cardiovascular diseases
cardiovascular,pt_name,Coronary artery surgery,Cardiovascular diseases
cardiovascular,pt_name,Coronary artery thrombosis,Cardiovascular diseases
cardiovascular,llt_name,Coronary atheroma,Cardiovascular diseases
cardiovascular,llt_name,Coronary atherosclerosis,Cardiovascular diseases
cardiovascular,llt_name,Coronary atherosclerosis of autologous biological bypass graft,Cardiovascular diseases
cardiovascular,llt_name,Coronary atherosclerosis of bypass graft,Cardiovascular diseases
cardiovascular,llt_name,Coronary atherosclerosis of native coronary artery,Cardiovascular diseases
cardiovascular,llt_name,Coronary atherosclerosis of non-autologous biological bypass graft,Cardiovascular diseases
cardiovascular,llt_name,Coronary atherosclerosis of nonautologous biological bypass graft,Cardiovascular diseases
cardiovascular,llt_name,Coronary atherosclerosis of unspecified vessel,Cardiovascular diseases
cardiovascular,pt_name,Coronary brachytherapy,Cardiovascular diseases
cardiovascular,llt_name,Coronary bypass,Cardiovascular diseases
cardiovascular,pt_name,Coronary bypass stenosis,Cardiovascular diseases
cardiovascular,pt_name,Coronary bypass thrombosis,Cardiovascular diseases
cardiovascular,llt_name,Coronary disease,Cardiovascular diseases
cardiovascular,llt_name,Coronary embolism,Cardiovascular diseases
cardiovascular,pt_name,Coronary endarterectomy,Cardiovascular diseases
cardiovascular,llt_name,Coronary heart disease,Cardiovascular diseases
cardiovascular,llt_name,Coronary insufficiency,Cardiovascular diseases
cardiovascular,pt_name,Coronary no-reflow phenomenon,Cardiovascular diseases
cardiovascular,llt_name,Coronary occlusion,Cardiovascular diseases
cardiovascular,llt_name,Coronary occlusion without myocardial infarction,Cardiovascular diseases
cardiovascular,pt_name,Coronary ostial stenosis,Cardiovascular diseases
cardiovascular,llt_name,Coronary restenosis,Cardiovascular diseases
cardiovascular,pt_name,Coronary revascularisation,Cardiovascular diseases
cardiovascular,llt_name,Coronary revascularization,Cardiovascular diseases
cardiovascular,llt_name,Coronary sclerosis,Cardiovascular diseases
cardiovascular,llt_name,Coronary spasm,Cardiovascular diseases
cardiovascular,llt_name,Coronary spastic angina,Cardiovascular diseases
cardiovascular,llt_name,Coronary stent occlusion,Cardiovascular diseases
cardiovascular,llt_name,Coronary stent placement,Cardiovascular diseases
cardiovascular,llt_name,Coronary stent stenosis,Cardiovascular diseases
cardiovascular,llt_name,Coronary thrombosis,Cardiovascular diseases
cardiovascular,pt_name,Coronary vascular graft occlusion,Cardiovascular diseases
cardiovascular,pt_name,Coronary vascular graft stenosis,Cardiovascular diseases
cardiovascular,llt_name,Coronary vascular spasm,Cardiovascular diseases
cardiovascular,llt_name,Coronary vasospasm,Cardiovascular diseases
cardiovascular,llt_name,CPK-MB abnormal,Cardiovascular diseases
cardiovascular,llt_name,CPK-MB increased,Cardiovascular diseases
cardiovascular,llt_name,Creatine kinase MB high,Cardiovascular diseases
cardiovascular,llt_name,Creatine kinase MB increased,Cardiovascular diseases
cardiovascular,llt_name,Crescendo angina,Cardiovascular diseases
cardiovascular,pt_name,CSF bilirubin positive,Cardiovascular diseases
cardiovascular,llt_name,CVA,Cardiovascular diseases
cardiovascular,llt_name,Decompensated heart failure,Cardiovascular diseases
cardiovascular,llt_name,Decompensation cardiac,Cardiovascular diseases
cardiovascular,llt_name,Decompensation myocardial,Cardiovascular diseases
cardiovascular,llt_name,Decubitus angina,Cardiovascular diseases
cardiovascular,pt_name,Delayed ischaemic neurological deficit,Cardiovascular diseases
cardiovascular,llt_name,Delayed ischemic neurological deficit,Cardiovascular diseases
cardiovascular,llt_name,Demand ischaemia,Cardiovascular diseases
cardiovascular,llt_name,Demand ischemia,Cardiovascular diseases
cardiovascular,pt_name,Diabetic coronary microangiopathy,Cardiovascular diseases
cardiovascular,llt_name,Diastolic heart failure,Cardiovascular diseases
cardiovascular,llt_name,Disease coronary artery,Cardiovascular diseases
cardiovascular,llt_name,Disease heart pulmonary,Cardiovascular diseases
cardiovascular,llt_name,Disorder cerebrovascular,Cardiovascular diseases
cardiovascular,llt_name,Disorder coronary artery,Cardiovascular diseases
cardiovascular,llt_name,Dissecting cerebral aneurysm,Cardiovascular diseases
cardiovascular,pt_name,Dissecting coronary artery aneurysm,Cardiovascular diseases
cardiovascular,llt_name,Double vessel bypass graft,Cardiovascular diseases
cardiovascular,llt_name,Double vessel disease,Cardiovascular diseases
cardiovascular,llt_name,Drainage of subdural haematoma,Cardiovascular diseases
cardiovascular,llt_name,Drainage of subdural hematoma,Cardiovascular diseases
cardiovascular,llt_name,Drug-eluting coronary stent placement,Cardiovascular diseases
cardiovascular,pt_name,ECG signs of myocardial ischaemia,Cardiovascular diseases
cardiovascular,llt_name,ECG signs of myocardial ischemia,Cardiovascular diseases
cardiovascular,llt_name,Edema lung,Cardiovascular diseases
cardiovascular,llt_name,Edema pulmonary,Cardiovascular diseases
cardiovascular,llt_name,EECP,Cardiovascular diseases
cardiovascular,llt_name,Effort angina,Cardiovascular diseases
cardiovascular,pt_name,Ejection fraction decreased,Cardiovascular diseases
cardiovascular,llt_name,Ejection fraction low,Cardiovascular diseases
cardiovascular,llt_name,Elsner's asthma,Cardiovascular diseases
cardiovascular,pt_name,Embolic cerebral infarction,Cardiovascular diseases
cardiovascular,pt_name,Embolic stroke,Cardiovascular diseases
cardiovascular,llt_name,Embolic stroke of undetermined source,Cardiovascular diseases
cardiovascular,llt_name,Embolism cerebral,Cardiovascular diseases
cardiovascular,llt_name,Embolus carotid,Cardiovascular diseases
cardiovascular,llt_name,Embolus cerebral,Cardiovascular diseases
cardiovascular,llt_name,Embolus cerebral fat gas oil etc.,Cardiovascular diseases
cardiovascular,llt_name,Embolus coronary artery,Cardiovascular diseases
cardiovascular,llt_name,Encephalo-myo-synangiosis,Cardiovascular diseases
cardiovascular,llt_name,Encephaloduroarteriosynangiosis,Cardiovascular diseases
cardiovascular,llt_name,Encephalopathy pulmonary,Cardiovascular diseases
cardiovascular,llt_name,End stage cardiac failure,Cardiovascular diseases
cardiovascular,llt_name,End stage heart disease,Cardiovascular diseases
cardiovascular,llt_name,Endocardial ischaemia,Cardiovascular diseases
cardiovascular,llt_name,Endocardial ischemia,Cardiovascular diseases
cardiovascular,llt_name,Enhanced external counterpulsation,Cardiovascular diseases
cardiovascular,llt_name,Epidural bleeding,Cardiovascular diseases
cardiovascular,llt_name,Epidural haematoma,Cardiovascular diseases
cardiovascular,pt_name,Epidural haemorrhage,Cardiovascular diseases
cardiovascular,llt_name,Epidural hematoma,Cardiovascular diseases
cardiovascular,llt_name,Epidural hemorrhage,Cardiovascular diseases
cardiovascular,llt_name,Evacuation of subdural haematoma,Cardiovascular diseases
cardiovascular,llt_name,Evacuation of subdural hematoma,Cardiovascular diseases
cardiovascular,llt_name,Exercise induced angina,Cardiovascular diseases
cardiovascular,llt_name,External carotid artery perforation,Cardiovascular diseases
cardiovascular,pt_name,External counterpulsation,Cardiovascular diseases
cardiovascular,pt_name,Extra-axial haemorrhage,Cardiovascular diseases
cardiovascular,llt_name,Extra-axial hemorrhage,Cardiovascular diseases
cardiovascular,pt_name,Extradural haematoma,Cardiovascular diseases
cardiovascular,llt_name,"Extradural haemorrhage following injury, with open intracranial wound",Cardiovascular diseases
cardiovascular,llt_name,"Extradural hem following inj, w/o ment of open intcran wound, with brief (less than 1 hour) loc",Cardiovascular diseases
cardiovascular,llt_name,"Extradural hem following inj, w/o ment of open intcran wound, with concussion, unspec",Cardiovascular diseases
cardiovascular,llt_name,"Extradural hem following inj, w/o ment of open intcran wound, with loc of unspec duration",Cardiovascular diseases
cardiovascular,llt_name,"Extradural hem following inj, w/o ment of open intcran wound, with moderate loc",Cardiovascular diseases
cardiovascular,llt_name,"Extradural hem following inj, w/o ment of open intcran wound, with no loc",Cardiovascular diseases
cardiovascular,llt_name,"Extradural hem following inj, w/o ment of open intcran wound, with prol loc and rtrn to pecl",Cardiovascular diseases
cardiovascular,llt_name,"Extradural hem following inj, w/o ment of open intcran wound, with prol loc, w/o rtrn to pecl",Cardiovascular diseases
cardiovascular,llt_name,"Extradural hem following inj, w/o ment of open intcran wound, with state of consciousness unspec",Cardiovascular diseases
