llt_code,pt_name
10001015,Haemorrhagic anaemia
10001016,Haemorrhagic anaemia
10001017,Acute kidney injury
10001018,Proctitis
10001019,Acute promyelocytic leukaemia
10001020,Acute promyelocytic leukaemia
10001021,Prostatitis
10001022,Acute psychosis
10001023,Acute psychosis
10001024,Acute pulmonary oedema
10001025,Pulmonary oedema post fume inhalation
10001026,Cor pulmonale acute
10001027,Acute pulmonary histoplasmosis
10001028,Pulmonary radiation injury
10001029,Acute pulmonary oedema
10001030,Pulmonary oedema post fume inhalation
10001031,Pyelitis
10001032,Pyelonephritis acute
10001033,Pyelonephritis acute
10001034,Pyelonephritis acute
10001035,Pyelonephritis acute
10001036,Radiation sickness syndrome
10001037,Radiation sickness syndrome
10001038,Foreign body
10001039,Acute stress disorder
10001040,Acute stress disorder
10001041,Acute kidney injury
10001042,Acute kidney injury
10001043,Acute kidney injury
10001044,Acute kidney injury
10001045,Acute kidney injury
10001046,Acute kidney injury
10001047,Acute kidney injury
10001048,Acute kidney injury
10001049,Acute kidney injury
10001050,Acute kidney injury
10001051,Acute kidney injury
10001052,Acute respiratory distress syndrome
10001053,Acute respiratory failure
10001054,Urinary retention
10001055,Urinary retention
10001056,Endocarditis rheumatic
10001057,Rheumatic heart disease
10001058,Myocarditis post infection
10001059,Pericarditis rheumatic
10001060,Rheumatic fever
10001061,Salpingitis
10001062,Salpingitis
10001063,Otitis media acute
10001064,Schizophrenia
10001065,Schizophrenia
10001066,Schizophrenia
10001067,Schizophrenia
10001068,Schizophrenia
10001069,Schizophrenia
10001070,Schizophrenia
10001071,Schizophrenia
10001072,Schizophrenia
10001073,Seronegative arthritis
10001074,Seronegative arthritis
10001075,Otitis media acute
10001076,Acute sinusitis
10001077,Acute sinusitis
10001078,Acute sinusitis
10001079,Acute sinusitis
10001080,Acute sinusitis
10001081,Acute sinusitis
10001082,Adjustment disorder
10001083,Acute sinusitis
10001084,Acute stress disorder
10001085,Acute stress disorder
10001086,Otitis media acute
10001087,Otitis media acute
10001088,Otitis media acute
10001089,Otitis media acute
10001090,Otitis externa
10001091,Neurosyphilis
10001092,Thyroiditis acute
10001093,Tonsillitis
10001094,Tonsillitis
10001095,Tracheitis
10001096,Tracheitis obstructive
10001097,Tracheitis
10001098,Osteomyelitis acute
10001099,Renal tubular necrosis
10001100,Poliomyelitis
10001101,Upper respiratory tract infection
10001102,Upper respiratory tract infection
10001103,Upper respiratory tract infection
10001104,Upper respiratory tract infection
10001105,Urethral syndrome
10001106,Urticaria
10001107,Vaginal infection
10001108,Mesenteric vascular insufficiency
10001109,Bronchitis viral
10001110,Vulvitis
10001111,Cerebrovascular disorder
10001112,Adams-Stokes syndrome
10001113,Adams-Stokes syndrome
10001114,Adams-Stokes syndrome
10001115,Adams-Stokes syndrome
10001116,Personality disorder
10001117,Adjustment disorder
10001118,Attention deficit/hyperactivity disorder
10001119,Attention deficit/hyperactivity disorder
10001120,Drug abuser
10001121,Drug dependence
10001122,Drug dependence
10001123,Drug dependence
10001124,Drug dependence
10001125,Dependence
10001126,Drug dependence
10001127,Drug dependence
10001128,Drug dependence
10001129,Pernicious anaemia
10001130,Addison's disease
10001131,Pernicious anaemia
10001132,Pernicious anaemia
10001133,Adrenocortical insufficiency acute
10001134,Pernicious anaemia
10001135,Muscle strain
10001136,Adductor vocal cord weakness
10001137,Lymphadenitis
10001138,Lymphadenitis
10001139,Ex vivo gene therapy
10001140,In vivo gene therapy
10001141,Adenocarcinoma
10001142,Endometrial adenocarcinoma
10001143,Endometrial adenocarcinoma
10001144,Endometrial adenocarcinoma
10001145,Endometrial adenocarcinoma
10001146,Endometrial adenocarcinoma
10001147,Endometrial adenocarcinoma
10001148,Endometrial adenocarcinoma
10001149,Endometrial adenocarcinoma
10001150,Adenocarcinoma gastric
10001151,Adenocarcinoma gastric
10001152,Adenocarcinoma gastric
10001153,Adenocarcinoma gastric
10001154,Adenocarcinoma gastric
10001155,Adenocarcinoma gastric
10001156,Adenocarcinoma gastric
10001157,Adenocarcinoma gastric
10001158,Adenocarcinoma gastric
10001159,Adenocarcinoma gastric
10001160,Lung adenocarcinoma
10001161,Lung adenocarcinoma stage 0
10001162,Lung adenocarcinoma stage I
10001163,Lung adenocarcinoma stage II
10001164,Lung adenocarcinoma stage III
10001165,Lung adenocarcinoma stage IV
10001166,Adenocarcinoma
10001167,Adenocarcinoma of colon
10001168,Adenocarcinoma of colon
10001169,Adenocarcinoma of colon
10001170,Adenocarcinoma of colon
10001171,Adenocarcinoma of colon
10001172,Adenocarcinoma of colon
10001173,Oesophageal adenocarcinoma
10001174,Renal cell carcinoma
10001175,Lung adenocarcinoma
10001176,Lung adenocarcinoma stage 0
10001177,Lung adenocarcinoma recurrent
10001178,Lung adenocarcinoma stage 0
10001179,Lung adenocarcinoma stage I
10001180,Lung adenocarcinoma stage II
10001181,Lung adenocarcinoma stage III
10001182,Lung adenocarcinoma stage III
10001183,Lung adenocarcinoma stage III
10001184,Lung adenocarcinoma stage IV
10001185,Lung adenocarcinoma
10001186,Prostate cancer
10001187,Adenocarcinoma gastric
10001188,Adenocarcinoma gastric
10001189,Adenocarcinoma gastric
10001190,Adenocarcinoma gastric
10001191,Adenocarcinoma gastric
10001192,Adenocarcinoma gastric
10001193,Adenocarcinoma gastric
10001194,Adenocarcinoma gastric
10001195,Adenocarcinoma gastric
10001196,Adenocarcinoma gastric
10001197,Adenocarcinoma of the cervix
10001198,Prostate cancer metastatic
10001199,Prostate cancer recurrent
10001200,Prostate cancer stage I
10001201,Prostate cancer stage II
10001202,Prostate cancer stage III
10001203,Prostate cancer stage IV
10001204,Testis cancer
10001205,Thyroid cancer
10001206,Bladder adenocarcinoma recurrent
10001207,Bladder adenocarcinoma stage 0
10001208,Bladder adenocarcinoma stage I
10001209,Bladder adenocarcinoma stage II
10001210,Bladder adenocarcinoma stage III
10001211,Bladder adenocarcinoma stage IV
10001212,Bladder adenocarcinoma stage unspecified
10001213,Bladder transitional cell carcinoma
10001214,Bladder transitional cell carcinoma recurrent
10001215,Bladder transitional cell carcinoma stage 0
10001216,Bladder transitional cell carcinoma stage I
10001217,Bladder transitional cell carcinoma stage II
10001218,Bladder transitional cell carcinoma stage III
10001219,Bladder transitional cell carcinoma stage IV
10001220,Lip and/or oral cavity cancer
10001221,Lip and/or oral cavity cancer recurrent
10001222,Lip and/or oral cavity cancer stage 0
10001223,Lip and/or oral cavity cancer stage I
10001224,Lip and/or oral cavity cancer stage II
10001225,Lip and/or oral cavity cancer stage III
10001226,Lip and/or oral cavity cancer stage IV
10001227,Tongue neoplasm malignant stage unspecified
10001228,Adenoidal hypertrophy
10001229,Adenoidal hypertrophy
10001230,Adenoidectomy
10001231,Adenoma benign
10001232,Adrenal adenoma
10001233,Adenoma benign
10001234,Adenoma benign
10001235,Hepatic adenoma
10001236,Adenoma benign
10001237,Thyroid adenoma
10001238,Endometrial hyperplasia
10001239,Cervix adenomatous polyp
10001240,Lymphadenopathy
10001241,Adenopathy syphilitic
10001242,Adenopathy syphilitic
10001243,Fibrocystic breast disease
10001244,Adenosquamous carcinoma of the cervix
10001245,Adenosquamous cell lung cancer
10001246,Adenosquamous cell lung cancer
10001247,Adenosquamous cell lung cancer recurrent
10001248,Adenosquamous cell lung cancer stage 0
10001249,Adenosquamous cell lung cancer stage I
10001250,Adenosquamous cell lung cancer stage II
10001251,Adenosquamous cell lung cancer stage III
10001252,Adenosquamous cell lung cancer stage III
10001253,Adenosquamous cell lung cancer stage III
10001254,Adenosquamous cell lung cancer stage IV
10001255,Adenosquamous cell lung cancer
10001256,Adenotonsillectomy
10001257,Adenoviral conjunctivitis
10001259,Adenovirus encephalomyeloradiculitis
10001260,Adenoviral upper respiratory infection
10001261,Ex vivo gene therapy
10001262,In vivo gene therapy
10001263,Adenovirus infection
10001264,Adenovirus infection
10001265,Blood antidiuretic hormone
10001266,Blood antidiuretic hormone abnormal
10001267,Blood antidiuretic hormone decreased
10001268,Blood antidiuretic hormone decreased
10001269,Antidiuretic hormone abnormality
10001270,Inappropriate antidiuretic hormone secretion
10001271,Inappropriate antidiuretic hormone secretion
10001272,Blood antidiuretic hormone increased
10001273,Blood antidiuretic hormone increased
10001274,Blood antidiuretic hormone normal
10001276,Corneal leukoma
10001277,Postoperative adhesion
10001278,Tooth ankylosis
10001279,Iris adhesions
10001280,Iris adhesions
10001281,Middle ear adhesions
10001282,Middle ear adhesions
10001283,Middle ear adhesions
10001284,Iris adhesions
10001285,Arachnoiditis
10001286,Periarthritis
10001287,Middle ear adhesions
10001288,Middle ear adhesions
10001289,Pericarditis adhesive
10001290,Dermatitis contact
10001291,Platelet adhesiveness abnormal
10001292,Cerebellar syndrome
10001293,Obesity
10001294,Adiposis dolorosa
10001295,Adjustment disorder
10001296,Adjustment disorder with anxiety
10001297,Adjustment disorder with depressed mood
10001298,Adjustment disorder with disturbance of conduct
10001299,Adjustment disorder with mixed anxiety and depressed mood
10001300,Adjustment disorder with mixed disturbance of emotion and conduct
10001303,Adjustment disorder
10001304,Adjustment disorder with anxiety
10001305,Adjustment disorder with depressed mood
10001306,Adjustment disorder with mixed disturbance of emotion and conduct
10001307,Adjustment disorder
10001308,Adjustment disorder
10001309,Adjustment disorder with disturbance of conduct
10001310,Adjustment disorder
10001311,Adjustment disorder with depressed mood
10001312,Adjustment disorder
10001313,Adjustment disorder
10001314,Drug administration error
10001315,Administration site reaction
10001317,Salpingo-oophoritis
10001318,Adolescence
10001319,Antisocial behaviour
10001320,Kyphosis
10001321,Adoption
10001322,Adoption
10001323,Adrenal adenoma
10001324,Adrenal atrophy
10001325,Adrenal blockade therapy
10001326,Adrenal gland cancer
10001327,Adrenal gland cancer
10001328,Hyperadrenocorticism
10001329,Adrenal atrophy
10001330,Adrenal disorder
10001331,Adrenal cortex dysplasia
10001332,Hyperadrenocorticism
10001333,Hyperadrenocorticism
10001334,Adrenal insufficiency
10001335,Adrenal insufficiency
10001336,Adrenal insufficiency
10001337,Adrenal cortex necrosis
10001338,Scan adrenal gland
10001340,Adrenal disorder
10001342,Adrenal insufficiency
10001344,Adrenal insufficiency
10001345,Adrenal cortex necrosis
10001346,Adrenocortical insufficiency acute
10001347,Adrenal disorder
10001348,Adrenal disorder
10001350,Biopsy adrenal gland
10001351,Biopsy adrenal gland abnormal
10001352,Biopsy adrenal gland normal
10001356,Adrenal gland injury
10001358,Adrenal gland tuberculosis
10001359,Adrenal glomerular zone abnormal
10001360,Adrenal glomerular zone abnormal
10001361,Adrenal haemorrhage
10001362,Adrenal haemorrhage
10001363,Adrenal haemorrhage
10001364,Adrenal haemorrhage
10001365,Hyperadrenocorticism
10001366,Adrenal insufficiency
10001367,Adrenal insufficiency
10001368,Adrenal insufficiency neonatal
10001369,Adrenal insufficiency
10001371,Adrenal medulla hyperfunction
10001372,Scan adrenal gland
10001374,Metastases to adrenals
10001375,Adrenal neoplasm
10001379,Testis cancer
10001380,Scan adrenal gland
10001381,Adrenocortical insufficiency acute
10001382,Adrenal suppression
10001383,Adrenogenital syndrome
10001384,Adrenalectomy
10001385,Total adrenalectomy
10001386,Adrenalectomy
10001387,Adrenergic syndrome
10001388,Adrenocortical carcinoma
10001389,Adrenocortical insufficiency acute
10001390,Addison's disease
10001391,Adrenocortical insufficiency neonatal
10001392,Adrenocortical steroid therapy
10001393,Blood corticotrophin
10001394,Blood corticotrophin abnormal
10001395,Blood corticotrophin
10001396,Blood corticotrophin abnormal
10001397,Blood corticotrophin decreased
10001398,Blood corticotrophin increased
10001399,Adrenogenital syndrome
10001400,Adrenogenital syndrome
10001401,Adrenogenital syndrome
10001402,Adrenolytic syndrome
10001403,Dermatomyositis
10001404,Obstruction gastric
10001405,Injury
10001406,Osteochondrosis
10001407,Acute respiratory distress syndrome
10001408,Acute respiratory distress syndrome
10001409,Acute respiratory distress syndrome
10001410,Acute respiratory distress syndrome
10001411,Osteomalacia
10001412,Adult T-cell lymphoma/leukaemia
10001413,Adult T-cell lymphoma/leukaemia
10001415,Adult T-cell lymphoma/leukaemia
10001416,Adult T-cell lymphoma/leukaemia recurrent
10001417,Adult T-cell lymphoma/leukaemia refractory
10001418,Adult T-cell lymphoma/leukaemia stage I
10001419,Adult T-cell lymphoma/leukaemia stage II
10001420,Adult T-cell lymphoma/leukaemia stage III
10001421,Adult T-cell lymphoma/leukaemia stage IV
10001422,Liver disorder
10001423,Advanced sleep phase
10001425,Asthenia
10001426,Ileus paralytic
10001428,Gastroenteritis aeromonas
10001429,Gastroenteritis aeromonas
10001431,Aerophagia
10001432,Barotitis media
10001433,Aesthesioneuroblastoma
10001434,Atrial fibrillation
10001435,Seizure
10001436,Seizure
10001437,Affective disorder
10001439,Mood altered
10001440,Flat affect
10001441,Flat affect
10001442,Blunted affect
10001443,Affective disorder
10001444,Affective disorder
10001445,Affective disorder
10001446,Affective disorder
10001447,Affective disorder
10001448,Affective disorder
10001449,Affective disorder
10001450,Affective disorder
10001451,Affective disorder
10001452,Atrial fibrillation
10001453,Factor I deficiency
10001454,Alpha 1 foetoprotein
10001455,Alpha 1 foetoprotein
10001456,Alpha 1 foetoprotein amniotic fluid
10001457,Alpha 1 foetoprotein increased
10001458,Alpha 1 foetoprotein normal
10001459,Alpha 1 foetoprotein increased
10001460,Alpha 1 foetoprotein normal
10001461,African trypanosomiasis
10001462,African trypanosomiasis
10001463,Visual perseveration
10001464,Dysgeusia
10001465,Posterior capsule opacification
10001466,Posterior capsule opacification
10001467,Posterior capsule opacification
10001468,Sleep disorder
10001469,Albumin globulin ratio abnormal
10001470,Hypogammaglobulinaemia
10001471,Hypogammaglobulinaemia
10001472,Congenital megacolon
10001473,Epiphyses delayed fusion
10001476,Aged parent
10001477,Aged parent
10001478,Congenital clavicular agenesis
10001479,Pulmonary hypoplasia
10001480,Ageusia
10001481,White blood cell agglutination present
10001482,Hyperbilirubinaemia
10001483,Tinnitus
10001484,Condition aggravated
10001485,Hot flush
10001486,Adverse reaction
10001487,Platelet aggregation abnormal
10001488,Aggression
10001489,Aggression
10001490,Aggression
10001491,Aggression
10001492,Personality disorder
10001493,Aggression
10001494,Aggression
10001495,Agitation
10001496,Agitated depression
10001497,Agitation
10001498,Agitation
10001499,Agitation
10001500,Agitation neonatal
10001501,Aglossia
10001502,Agoraphobia
10001503,Panic disorder
10001504,Agoraphobia
10001505,Agoraphobia
10001506,Agranulocytosis
10001507,Agranulocytosis
10001508,Agraphia
10001509,Acquired immunodeficiency syndrome
10001510,HIV-associated neurocognitive disorder
