mean,Var1,Var2,ci2.5,ci97.5,sd,n_eff,rhat,trial,condition,comorbidity,repo
1,Cardiovascular,Cardiovascular,1,1,0,NA,NA,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Cardiovascular : Cardiovascular,Vivli
0.18,Pain,Cardiovascular,-0.099,0.448,0.143,1875.94,1,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Pain : Cardiovascular,Vivli
0.36,Cardiovascular,Arthritis,0.108,0.571,0.119,1469.28,1,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Cardiovascular : Arthritis,Vivli
0.04,Cardiovascular,Acid-related disease,-0.286,0.362,0.167,1633.82,1,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Cardiovascular : Acid-related disease,Vivli
0.2,Cardiovascular,Anxiety,-0.1,0.464,0.145,1787.07,1.002,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Cardiovascular : Anxiety,Vivli
0.5,Cardiovascular,Asthma,0.08,0.85,0.199,1047.84,1.002,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Cardiovascular : Asthma,Vivli
1,Pain,Pain,1,1,0,2926.75,0.999,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Pain : Pain,Vivli
0.73,Pain,Arthritis,0.545,0.867,0.082,1593.56,1.002,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Pain : Arthritis,Vivli
-0.47,Pain,Acid-related disease,-0.849,0.064,0.24,633.72,1.001,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Pain : Acid-related disease,Vivli
-0.01,Pain,Anxiety,-0.36,0.346,0.181,786.73,1.001,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Pain : Anxiety,Vivli
-0.04,Pain,Asthma,-0.421,0.345,0.199,1292.82,1,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Pain : Asthma,Vivli
1,Arthritis,Arthritis,1,1,0,2685.22,0.999,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Arthritis : Arthritis,Vivli
-0.37,Arthritis,Acid-related disease,-0.725,0.05,0.198,1108.67,1,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Arthritis : Acid-related disease,Vivli
0.25,Arthritis,Anxiety,-0.02,0.516,0.14,1770.06,1.002,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Arthritis : Anxiety,Vivli
0.35,Asthma,Arthritis,0.021,0.63,0.155,2645.93,0.999,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Asthma : Arthritis,Vivli
1,Acid-related disease,Acid-related disease,1,1,0,3088.65,0.999,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Acid-related disease : Acid-related disease,Vivli
0.38,Anxiety,Acid-related disease,0.064,0.658,0.155,1929.66,1.001,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Anxiety : Acid-related disease,Vivli
0.3,Asthma,Acid-related disease,-0.068,0.632,0.182,2484.55,1.002,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Asthma : Acid-related disease,Vivli
1,Anxiety,Anxiety,1,1,0,2182.03,0.999,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Anxiety : Anxiety,Vivli
0.49,Asthma,Anxiety,0.161,0.751,0.152,2435.06,1,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Asthma : Anxiety,Vivli
1,Asthma,Asthma,1,1,0,552.94,0.999,LILLY_H9X_MC_GBDG,Diabetes_Mellitus_Type_2,Asthma : Asthma,Vivli
1,Pain,Pain,1,1,0,NA,NA,RCHNA25220,Rheumatoid_arthritis,Pain : Pain,Vivli
-0.02,Pain,Cardiovascular,-0.159,0.117,0.068,2521.55,1,RCHNA25220,Rheumatoid_arthritis,Pain : Cardiovascular,Vivli
0.04,Pain,Acid-related disease,-0.102,0.185,0.073,2597.97,1.002,RCHNA25220,Rheumatoid_arthritis,Pain : Acid-related disease,Vivli
0.25,Pain,Asthma,0.041,0.448,0.103,2801.33,1,RCHNA25220,Rheumatoid_arthritis,Pain : Asthma,Vivli
0.39,Pain,Anxiety,0.254,0.519,0.068,2878.93,1,RCHNA25220,Rheumatoid_arthritis,Pain : Anxiety,Vivli
-0.06,Pain,Osteoporosis,-0.233,0.109,0.088,2111.07,1,RCHNA25220,Rheumatoid_arthritis,Pain : Osteoporosis,Vivli
1,Cardiovascular,Cardiovascular,1,1,0,3044.59,0.999,RCHNA25220,Rheumatoid_arthritis,Cardiovascular : Cardiovascular,Vivli
0.18,Cardiovascular,Acid-related disease,0.034,0.317,0.072,2810.35,0.999,RCHNA25220,Rheumatoid_arthritis,Cardiovascular : Acid-related disease,Vivli
-0.08,Cardiovascular,Asthma,-0.316,0.144,0.118,2286.85,1,RCHNA25220,Rheumatoid_arthritis,Cardiovascular : Asthma,Vivli
0.19,Cardiovascular,Anxiety,0.034,0.336,0.076,2585.72,1,RCHNA25220,Rheumatoid_arthritis,Cardiovascular : Anxiety,Vivli
-0.03,Osteoporosis,Cardiovascular,-0.187,0.139,0.083,2682.24,1.001,RCHNA25220,Rheumatoid_arthritis,Osteoporosis : Cardiovascular,Vivli
1,Acid-related disease,Acid-related disease,1,1,0,2962.51,0.999,RCHNA25220,Rheumatoid_arthritis,Acid-related disease : Acid-related disease,Vivli
0.11,Asthma,Acid-related disease,-0.118,0.33,0.115,2838.26,1,RCHNA25220,Rheumatoid_arthritis,Asthma : Acid-related disease,Vivli
0.03,Anxiety,Acid-related disease,-0.134,0.199,0.085,2533.25,0.999,RCHNA25220,Rheumatoid_arthritis,Anxiety : Acid-related disease,Vivli
0.3,Osteoporosis,Acid-related disease,0.128,0.459,0.084,2204.63,1,RCHNA25220,Rheumatoid_arthritis,Osteoporosis : Acid-related disease,Vivli
1,Asthma,Asthma,1,1,0,2116.41,0.999,RCHNA25220,Rheumatoid_arthritis,Asthma : Asthma,Vivli
0.22,Asthma,Anxiety,-0.005,0.444,0.114,1318.37,1,RCHNA25220,Rheumatoid_arthritis,Asthma : Anxiety,Vivli
-0,Osteoporosis,Asthma,-0.278,0.258,0.134,957.24,1.002,RCHNA25220,Rheumatoid_arthritis,Osteoporosis : Asthma,Vivli
1,Anxiety,Anxiety,1,1,0,2766.75,0.999,RCHNA25220,Rheumatoid_arthritis,Anxiety : Anxiety,Vivli
0.15,Osteoporosis,Anxiety,-0.038,0.329,0.092,1953.58,1,RCHNA25220,Rheumatoid_arthritis,Osteoporosis : Anxiety,Vivli
1,Osteoporosis,Osteoporosis,1,1,0,2172.29,0.999,RCHNA25220,Rheumatoid_arthritis,Osteoporosis : Osteoporosis,Vivli
1,Pain,Pain,1,1,0,NA,NA,RCHWA19924,Rheumatoid_arthritis,Pain : Pain,Vivli
-0.04,Pain,Cardiovascular,-0.208,0.138,0.089,3106.63,0.999,RCHWA19924,Rheumatoid_arthritis,Pain : Cardiovascular,Vivli
0.13,Pain,Acid-related disease,-0.067,0.325,0.101,3036.59,1,RCHWA19924,Rheumatoid_arthritis,Pain : Acid-related disease,Vivli
-0.13,Pain,Asthma,-0.361,0.102,0.118,3286.39,1.001,RCHWA19924,Rheumatoid_arthritis,Pain : Asthma,Vivli
0.22,Pain,Anxiety,0.031,0.399,0.094,2662.29,0.999,RCHWA19924,Rheumatoid_arthritis,Pain : Anxiety,Vivli
0.07,Pain,Osteoporosis,-0.177,0.325,0.13,2893.97,1.001,RCHWA19924,Rheumatoid_arthritis,Pain : Osteoporosis,Vivli
1,Cardiovascular,Cardiovascular,1,1,0,2955.99,0.999,RCHWA19924,Rheumatoid_arthritis,Cardiovascular : Cardiovascular,Vivli
0.05,Cardiovascular,Acid-related disease,-0.175,0.264,0.112,2906.16,1,RCHWA19924,Rheumatoid_arthritis,Cardiovascular : Acid-related disease,Vivli
0.04,Cardiovascular,Asthma,-0.205,0.298,0.127,3188.1,0.999,RCHWA19924,Rheumatoid_arthritis,Cardiovascular : Asthma,Vivli
0.13,Cardiovascular,Anxiety,-0.069,0.334,0.1,2845.79,1,RCHWA19924,Rheumatoid_arthritis,Cardiovascular : Anxiety,Vivli
0.04,Osteoporosis,Cardiovascular,-0.243,0.292,0.137,2424.44,1,RCHWA19924,Rheumatoid_arthritis,Osteoporosis : Cardiovascular,Vivli
1,Acid-related disease,Acid-related disease,1,1,0,2924.53,0.999,RCHWA19924,Rheumatoid_arthritis,Acid-related disease : Acid-related disease,Vivli
-0.13,Asthma,Acid-related disease,-0.432,0.179,0.155,1651.69,1.001,RCHWA19924,Rheumatoid_arthritis,Asthma : Acid-related disease,Vivli
0.14,Anxiety,Acid-related disease,-0.078,0.359,0.112,2032.14,1.001,RCHWA19924,Rheumatoid_arthritis,Anxiety : Acid-related disease,Vivli
0.31,Osteoporosis,Acid-related disease,0.038,0.548,0.13,2697.72,1,RCHWA19924,Rheumatoid_arthritis,Osteoporosis : Acid-related disease,Vivli
1,Asthma,Asthma,1,1,0,2579.5,0.999,RCHWA19924,Rheumatoid_arthritis,Asthma : Asthma,Vivli
0,Asthma,Anxiety,-0.269,0.268,0.138,1553.62,0.999,RCHWA19924,Rheumatoid_arthritis,Asthma : Anxiety,Vivli
-0.12,Osteoporosis,Asthma,-0.473,0.249,0.186,1179.76,1.001,RCHWA19924,Rheumatoid_arthritis,Osteoporosis : Asthma,Vivli
1,Anxiety,Anxiety,1,1,0,2676.47,0.999,RCHWA19924,Rheumatoid_arthritis,Anxiety : Anxiety,Vivli
-0.06,Osteoporosis,Anxiety,-0.335,0.233,0.148,2479.2,1,RCHWA19924,Rheumatoid_arthritis,Osteoporosis : Anxiety,Vivli
1,Osteoporosis,Osteoporosis,1,1,0,2415.95,0.999,RCHWA19924,Rheumatoid_arthritis,Osteoporosis : Osteoporosis,Vivli
1,Cardiovascular,Cardiovascular,1,1,0,NA,NA,TKASYR322_305,Diabetes_Mellitus_Type_2,Cardiovascular : Cardiovascular,Vivli
0.18,Pain,Cardiovascular,0.094,0.269,0.045,3160.34,0.999,TKASYR322_305,Diabetes_Mellitus_Type_2,Pain : Cardiovascular,Vivli
0.15,Cardiovascular,Arthritis,0.062,0.238,0.045,2785.56,0.999,TKASYR322_305,Diabetes_Mellitus_Type_2,Cardiovascular : Arthritis,Vivli
0.32,Cardiovascular,Acid-related disease,0.22,0.406,0.048,2130.37,1,TKASYR322_305,Diabetes_Mellitus_Type_2,Cardiovascular : Acid-related disease,Vivli
0.38,Cardiovascular,Anxiety,0.287,0.48,0.049,3146.84,0.999,TKASYR322_305,Diabetes_Mellitus_Type_2,Cardiovascular : Anxiety,Vivli
0.38,Cardiovascular,Asthma,0.268,0.495,0.058,3277.84,1,TKASYR322_305,Diabetes_Mellitus_Type_2,Cardiovascular : Asthma,Vivli
1,Pain,Pain,1,1,0,3135.41,0.999,TKASYR322_305,Diabetes_Mellitus_Type_2,Pain : Pain,Vivli
0.52,Pain,Arthritis,0.434,0.602,0.044,2047.62,1.002,TKASYR322_305,Diabetes_Mellitus_Type_2,Pain : Arthritis,Vivli
0.24,Pain,Acid-related disease,0.112,0.361,0.064,1154.55,1.006,TKASYR322_305,Diabetes_Mellitus_Type_2,Pain : Acid-related disease,Vivli
0.35,Pain,Anxiety,0.23,0.462,0.059,1514.38,1.001,TKASYR322_305,Diabetes_Mellitus_Type_2,Pain : Anxiety,Vivli
0.34,Pain,Asthma,0.191,0.476,0.073,2342.54,1,TKASYR322_305,Diabetes_Mellitus_Type_2,Pain : Asthma,Vivli
1,Arthritis,Arthritis,1,1,0,880.97,0.999,TKASYR322_305,Diabetes_Mellitus_Type_2,Arthritis : Arthritis,Vivli
-0.52,Arthritis,Acid-related disease,-0.677,-0.31,0.097,96.71,1.03,TKASYR322_305,Diabetes_Mellitus_Type_2,Arthritis : Acid-related disease,Vivli
0.21,Arthritis,Anxiety,0.076,0.337,0.066,653.76,1.01,TKASYR322_305,Diabetes_Mellitus_Type_2,Arthritis : Anxiety,Vivli
0.13,Asthma,Arthritis,-0.022,0.288,0.081,879.64,1.007,TKASYR322_305,Diabetes_Mellitus_Type_2,Asthma : Arthritis,Vivli
1,Acid-related disease,Acid-related disease,1,1,0,228.74,0.999,TKASYR322_305,Diabetes_Mellitus_Type_2,Acid-related disease : Acid-related disease,Vivli
0.28,Anxiety,Acid-related disease,0.151,0.407,0.067,715.86,1.007,TKASYR322_305,Diabetes_Mellitus_Type_2,Anxiety : Acid-related disease,Vivli
0.28,Asthma,Acid-related disease,0.126,0.43,0.078,1076.08,1.004,TKASYR322_305,Diabetes_Mellitus_Type_2,Asthma : Acid-related disease,Vivli
1,Anxiety,Anxiety,1,1,0,1340.93,0.999,TKASYR322_305,Diabetes_Mellitus_Type_2,Anxiety : Anxiety,Vivli
0.31,Asthma,Anxiety,0.158,0.458,0.077,2082.45,1.001,TKASYR322_305,Diabetes_Mellitus_Type_2,Asthma : Anxiety,Vivli
1,Asthma,Asthma,1,1,0,1468.15,0.999,TKASYR322_305,Diabetes_Mellitus_Type_2,Asthma : Asthma,Vivli
